,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,,3018000.0,,,,
June 2010,,3018000.0,,,,
September 2010,,3018000.0,,,,
December 2010,,3018000.0,,,,
March 2011,0.0,6191000.0,11483000.0,,,
June 2011,1297000.0,15808000.0,,,,
September 2011,5610000.0,64123000.0,,,,
December 2011,4761000.0,62264000.0,,4248837000.0,717044000.0,3531793000.0
March 2012,4957000.0,55776000.0,-1047000.0,4266810000.0,691174000.0,3575636000.0
June 2012,5205000.0,56062000.0,,4239580000.0,577225000.0,3662355000.0
September 2012,5255000.0,54125000.0,,4308144000.0,610800000.0,3697344000.0
December 2012,5847000.0,57023000.0,,4216537000.0,524643000.0,3691894000.0
March 2013,5120000.0,61011000.0,,4183665000.0,532755000.0,3650910000.0
June 2013,5496000.0,58525000.0,,4058705000.0,521399000.0,3537306000.0
September 2013,5807000.0,57919000.0,,4023522000.0,602003000.0,3421519000.0
December 2013,5422000.0,61809000.0,,4041811000.0,657650000.0,3384161000.0
March 2014,4492000.0,63271000.0,,4513770000.0,750016000.0,3763754000.0
June 2014,4654000.0,64528000.0,,4505673000.0,798321000.0,3707352000.0
September 2014,5168000.0,63790000.0,,4594026000.0,931652000.0,3662374000.0
December 2014,5878000.0,73021000.0,,4664584000.0,1028836000.0,3635748000.0
March 2015,5554000.0,70545000.0,,4692624000.0,1073456000.0,3619168000.0
June 2015,6513000.0,65023000.0,,4669432000.0,1012313000.0,3657119000.0
September 2015,6809000.0,68303000.0,,4737611000.0,1090841000.0,3646770000.0
December 2015,7501000.0,72745000.0,,4602555000.0,944780000.0,3657775000.0
March 2016,6932000.0,70915000.0,,4719072000.0,967726000.0,3751346000.0
June 2016,7562000.0,69185000.0,,4753023000.0,1008113000.0,3744910000.0
September 2016,9030000.0,67874000.0,,6354906000.0,2620016000.0,3734890000.0
December 2016,7646000.0,73074000.0,,6381534000.0,2680126000.0,3701408000.0
March 2017,7705000.0,74378000.0,,6932014000.0,2727749000.0,4204265000.0
June 2017,7437000.0,86115000.0,,6840588000.0,2717882000.0,4122706000.0
September 2017,8302000.0,83512000.0,,6895422000.0,2752861000.0,4142561000.0
December 2017,8301000.0,93586000.0,,6857350000.0,2842438000.0,4014912000.0
March 2018,7137000.0,94650000.0,20001000.0,6900680000.0,2872793000.0,4027887000.0
June 2018,6647000.0,93375000.0,,6899948000.0,2959967000.0,3939981000.0
September 2018,6544000.0,97675000.0,,6965235000.0,3021938000.0,3943297000.0
December 2018,7242000.0,112453000.0,,6893172000.0,2917814000.0,3975358000.0
March 2019,6888000.0,102358000.0,,7019736000.0,2987192000.0,4032544000.0
June 2019,6388000.0,139233000.0,,6132568000.0,2163286000.0,3969282000.0
September 2019,6136000.0,111987000.0,,5419524000.0,2218264000.0,3201260000.0
December 2019,6327000.0,114291000.0,,5572035000.0,2290442000.0,3281593000.0
March 2020,6254000.0,115860000.0,,5438705000.0,2256485000.0,3182220000.0
June 2020,7448000.0,103231000.0,,5477548000.0,2299768000.0,3177780000.0
September 2020,7676000.0,105309000.0,,5505234000.0,2346444000.0,3158790000.0
December 2020,8070000.0,109008000.0,,5591367000.0,2419589000.0,3171778000.0
March 2021,7545000.0,104370000.0,,5497596000.0,2393193000.0,3104403000.0
June 2021,7441000.0,104016000.0,,4791054000.0,1678388000.0,3112666000.0
September 2021,7974000.0,103455000.0,,4841813000.0,1795129000.0,3046684000.0
December 2021,8817000.0,110394000.0,,4742340000.0,1742577000.0,2999763000.0
March 2022,7616000.0,111618000.0,,4715769000.0,1694245000.0,3021524000.0
June 2022,8765000.0,106825000.0,,4720461000.0,1782259000.0,2938202000.0
