,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,2881232.0,0.0,85114.0,-63773.0,32263.0,32263.0,
June 2013,2881232.0,0.0,41191.0,-65383.0,30016.0,30016.0,
September 2013,2881232.0,0.0,42438.0,-62671.0,28254.0,28254.0,
December 2013,2881232.0,0.0,138574.0,-166028.0,49518724.0,34188710.0,
March 2014,3383060.0,361606.0,76621.0,595760.0,40681.0,40681.0,
June 2014,3679372.0,390329.0,53558.0,883217.0,36254.0,36254.0,
September 2014,3930100.0,352696.0,44840.0,527481.0,31513.0,31513.0,
December 2014,3664379.0,422958.0,,2633992.0,52883540.0,34838316.0,
March 2015,3609532.0,325830.0,,1410657.0,56778773.0,37771233.0,
June 2015,3590878.0,418964.0,,1655709.0,58986654.0,39029528.0,
September 2015,3901472.0,440257.0,,837803.0,58269860.0,38258301.0,
December 2015,3607196.0,543816.0,,3849674.0,58274002.0,36561201.0,7709525.0
March 2016,3853006.0,428529.0,,1153004.0,61082460.0,39394186.0,
June 2016,4044740.0,475313.0,,1906491.0,59321026.0,37925716.0,3352230.0
September 2016,3481821.0,412854.0,,1300044.0,57742803.0,36382786.0,3434693.0
December 2016,3435730.0,410920.0,,3019923.0,58668497.0,35433889.0,9623114.0
March 2017,3640267.0,533854.0,,1210692.0,62736388.0,37562795.0,11065177.0
June 2017,3692281.0,437104.0,,951786.0,64908385.0,38945284.0,11207022.0
September 2017,3312732.0,483221.0,,275592.0,65687824.0,39007865.0,11384617.0
December 2017,3221565.0,486492.0,,-2545283.0,62654302.0,37087927.0,8277317.0
March 2018,3719294.0,421963.0,,489639.0,64376183.0,38210913.0,8431889.0
June 2018,3289281.0,430565.0,,924493.0,63437914.0,37161789.0,8232309.0
September 2018,3070976.0,408256.0,,759569.0,63638769.0,36383881.0,8130339.0
December 2018,3820265.0,392450.0,,-926904.0,60766557.0,33897069.0,7990539.0
March 2019,3433805.0,476964.0,,633102.0,72297299.0,38159175.0,8080873.0
June 2019,3080617.0,447754.0,,363047.0,69196129.0,35564982.0,8012369.0
September 2019,2812888.0,377989.0,,277374.0,67073043.0,34181082.0,7714154.0
December 2019,2998542.0,331678.0,,-312100.0,65766021.0,32222470.0,7832269.0
March 2020,2944566.0,348402.0,,280274.0,65087810.0,32921880.0,
June 2020,1937596.0,157655.0,,-265189.0,58992184.0,26580535.0,
September 2020,2934367.0,198182.0,,-1013995.0,62031569.0,29483576.0,
December 2020,2925820.0,276456.0,,-224716.0,65447991.0,31566611.0,9147522.0
March 2021,2805197.0,327458.0,,1036001.0,69500407.0,35922660.0,
June 2021,2606191.0,331965.0,,196039.0,66841149.0,33385788.0,
September 2021,2544340.0,307283.0,,-823974.0,66194939.0,33395578.0,
December 2021,2478779.0,327202.0,,-2110444.0,64455625.0,33043379.0,
March 2022,2913647.0,389108.0,,-545356.0,69322058.0,38697816.0,
