,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2010,396228.0,3570261.0,-649162.0,,
December 2010,406389.0,2777128.0,-1048599.0,,
March 2011,395656.0,2715690.0,-1921485.0,,
June 2011,404343.0,1615576.0,-2138402.0,17254838.0,13262113.0
September 2011,381943.0,3370554.0,-789649.0,15936188.0,12219443.0
December 2011,320597.0,2571351.0,-3535000.0,11357768.0,9291823.0
March 2012,300370.0,1562831.0,-639786.0,10569080.0,8652461.0
June 2012,477859.0,2519353.0,-980362.0,9750465.0,7880743.0
September 2012,264198.0,1405586.0,-433436.0,8932061.0,7176278.0
December 2012,266169.0,1488915.0,3993385.0,8037445.0,7286598.0
March 2013,272889.0,1409274.0,-285864.0,7604773.0,6854581.0
June 2013,301999.0,1414492.0,-649616.0,7272165.0,6522826.0
September 2013,323190.0,1212962.0,13241.0,7488485.0,6737653.0
December 2013,377042.0,1280427.0,-108549.0,7470302.0,6706730.0
March 2014,315850.0,1250159.0,86084.0,7548312.0,6786597.0
June 2014,290305.0,1369764.0,-372659.0,7656274.0,6896985.0
September 2014,324277.0,1379381.0,-458959.0,6887406.0,6123058.0
December 2014,383727.0,1489627.0,-74089.0,6724358.0,5949623.0
March 2015,289848.0,1323419.0,56542.0,6899473.0,6119281.0
June 2015,303930.0,1687425.0,-64739.0,6549070.0,5767824.0
September 2015,359752.0,1266734.0,-293189.0,6000021.0,5162076.0
December 2015,382766.0,1344746.0,-265100.0,5770793.0,4940329.0
March 2016,370178.0,1225296.0,-81266.0,5640320.0,4812881.0
June 2016,337373.0,1232174.0,-511958.0,5530380.0,4538641.0
September 2016,310359.0,1155415.0,-395532.0,5114714.0,4135348.0
December 2016,286135.0,1206888.0,-64957.0,5549911.0,4581702.0
March 2017,279883.0,1096655.0,-106856.0,4972332.0,4015006.0
June 2017,177055.0,1144327.0,-159550.0,4984170.0,4155372.0
September 2017,193081.0,996505.0,-60521.0,5040190.0,4208541.0
December 2017,107509.0,1192624.0,711220.0,5798765.0,4978653.0
March 2018,92649.0,1147475.0,-119076.0,5462892.0,4632355.0
June 2018,107095.0,1060894.0,52052.0,5426793.0,4584169.0
September 2018,96408.0,1002237.0,-47736.0,5446046.0,4610102.0
December 2018,226338.0,1138916.0,-217983.0,5234333.0,4410130.0
March 2019,218014.0,1030778.0,22205.0,5180496.0,4351747.0
June 2019,199005.0,970461.0,-250016.0,5127438.0,4260921.0
September 2019,245638.0,999427.0,621373.0,6073836.0,4152670.0
December 2019,261759.0,1093930.0,-675343.0,5684450.0,4427238.0
March 2020,301029.0,903666.0,-127883.0,5552950.0,4099563.0
June 2020,313898.0,877475.0,-468427.0,5722577.0,4333397.0
September 2020,209322.0,892177.0,-196553.0,5743165.0,4430747.0
December 2020,244529.0,883987.0,98476.0,5709167.0,4464000.0
March 2021,215700.0,858165.0,-137465.0,5576787.0,4406954.0
June 2021,220931.0,936104.0,183519.0,5682866.0,4592676.0
September 2021,291189.0,904491.0,317220.0,5461419.0,4453397.0
December 2021,260439.0,949808.0,-53154.0,5237637.0,4311350.0
March 2022,229315.0,1001074.0,-296016.0,5014701.0,4170729.0
June 2022,210039.0,1230609.0,50031.0,5172237.0,4185782.0
