,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,3250000.0,58300000.0,13600000.0,,,
June 2010,3250000.0,58100000.0,4500000.0,,,
September 2010,3250000.0,58500000.0,14400000.0,,,
December 2010,3250000.0,61900000.0,17800000.0,2714300000.0,921800000.0,1146400000.0
March 2011,5000000.0,61300000.0,38000000.0,,,
June 2011,5000000.0,79100000.0,52400000.0,2829000000.0,928500000.0,1197200000.0
September 2011,5000000.0,69100000.0,71500000.0,2830000000.0,960300000.0,1170900000.0
December 2011,5000000.0,59400000.0,55600000.0,2838000000.0,944200000.0,1170000000.0
March 2012,4750000.0,80600000.0,89000000.0,3060700000.0,1160800000.0,1159400000.0
June 2012,4750000.0,70300000.0,44400000.0,3099200000.0,1263100000.0,1125400000.0
September 2012,4750000.0,63100000.0,23000000.0,3023800000.0,1141800000.0,1141700000.0
December 2012,4750000.0,59300000.0,3500000.0,3170500000.0,1363400000.0,1044000000.0
March 2013,4500000.0,69700000.0,-39800000.0,2996800000.0,1171300000.0,1086200000.0
June 2013,4500000.0,82700000.0,-39700000.0,2864400000.0,1056000000.0,1066700000.0
September 2013,4500000.0,101100000.0,-34200000.0,2777400000.0,929700000.0,1091500000.0
December 2013,4500000.0,121600000.0,15700000.0,2951700000.0,949000000.0,1221800000.0
March 2014,4750000.0,68800000.0,800000.0,3082200000.0,1095300000.0,1194200000.0
June 2014,4750000.0,74600000.0,15500000.0,3054200000.0,1108300000.0,1153900000.0
September 2014,4750000.0,67400000.0,28700000.0,2996100000.0,1085100000.0,1149200000.0
December 2014,4750000.0,65300000.0,8800000.0,2945200000.0,1062000000.0,1163000000.0
March 2015,4000000.0,65200000.0,11900000.0,2816300000.0,984600000.0,1154800000.0
June 2015,4000000.0,78000000.0,-103900000.0,2676500000.0,992200000.0,999600000.0
September 2015,4000000.0,64100000.0,-11700000.0,2616600000.0,960300000.0,985200000.0
December 2015,4000000.0,62400000.0,-29900000.0,2537400000.0,896200000.0,975500000.0
March 2016,3250000.0,63200000.0,-19400000.0,2522300000.0,876000000.0,
June 2016,3250000.0,64600000.0,-8500000.0,2516900000.0,879600000.0,
September 2016,3250000.0,64000000.0,3000000.0,2530000000.0,892400000.0,
December 2016,3250000.0,68400000.0,9100000.0,2443200000.0,837400000.0,
March 2017,5000000.0,71100000.0,12700000.0,2542300000.0,921000000.0,
June 2017,5000000.0,77200000.0,8800000.0,2572100000.0,988300000.0,
September 2017,5000000.0,70600000.0,45900000.0,2818400000.0,1217500000.0,
December 2017,5000000.0,50500000.0,140100000.0,2907500000.0,1262200000.0,
March 2018,4000000.0,80200000.0,89300000.0,2997700000.0,1382200000.0,
June 2018,4000000.0,79500000.0,11700000.0,3000900000.0,1443200000.0,
September 2018,4000000.0,78200000.0,143500000.0,2769400000.0,1470000000.0,
December 2018,4000000.0,72100000.0,17700000.0,2709600000.0,1408800000.0,
March 2019,4250000.0,71400000.0,18200000.0,2724700000.0,1405100000.0,
June 2019,4250000.0,73600000.0,7100000.0,2779000000.0,1431200000.0,
September 2019,4250000.0,76000000.0,13100000.0,2682300000.0,1366800000.0,
December 2019,4250000.0,73200000.0,10800000.0,2794400000.0,1425400000.0,
March 2020,4000000.0,70900000.0,24400000.0,2710600000.0,1371200000.0,
June 2020,4000000.0,69600000.0,-9100000.0,2751100000.0,1398600000.0,
September 2020,4000000.0,70200000.0,15400000.0,2806300000.0,1427600000.0,
December 2020,4000000.0,72900000.0,24500000.0,2889300000.0,1453400000.0,
March 2021,4250000.0,70900000.0,14800000.0,2867800000.0,1468000000.0,
June 2021,4250000.0,78500000.0,21400000.0,2809100000.0,1424100000.0,
September 2021,4250000.0,82200000.0,39000000.0,2878300000.0,1516700000.0,
December 2021,4250000.0,80300000.0,52000000.0,3005200000.0,1673200000.0,
