,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2016,2714750.0,-11534750.0,,
June 2016,2714750.0,-11534750.0,,
September 2016,2714750.0,-11534750.0,,
December 2016,2714750.0,-11534750.0,,
March 2017,5098000.0,-19785500.0,,
June 2017,5098000.0,-19785500.0,,
September 2017,7246000.0,-28590000.0,,
December 2017,8120000.0,-15060000.0,342938000.0,242935000.0
March 2018,8255000.0,-17741500.0,,
June 2018,11554000.0,-17741500.0,,
September 2018,14253000.0,-24458000.0,344599000.0,297081000.0
December 2018,16652000.0,-25122000.0,587403000.0,468991000.0
March 2019,16316000.0,-18912750.0,579171000.0,512255000.0
June 2019,19532000.0,-18912750.0,939989000.0,604248000.0
September 2019,24569000.0,-18912750.0,948334000.0,583062000.0
December 2019,25875000.0,-18912750.0,962535000.0,597358000.0
March 2020,37016000.0,,948167000.0,607392000.0
June 2020,36319000.0,,1277536000.0,1010303000.0
September 2020,36245000.0,,1262109000.0,1087288000.0
December 2020,40282000.0,,2271781000.0,1888361000.0
March 2021,55508000.0,,2346741000.0,2033044000.0
June 2021,63724000.0,,2291885000.0,1891059000.0
September 2021,70968000.0,,2225534000.0,1593412000.0
December 2021,73021000.0,,2204499000.0,1114126000.0
March 2022,81757000.0,,2129598000.0,1113280000.0
June 2022,85455000.0,,1853737000.0,1037139000.0
