,NetIncomeLoss,Assets
March 2008,-283075000.0,
June 2008,-283075000.0,
September 2008,-283075000.0,
December 2008,-283075000.0,
March 2009,24500000.0,
June 2009,27600000.0,
September 2009,15400000.0,
December 2009,18200000.0,30343800000.0
March 2010,33900000.0,
June 2010,33100000.0,31220800000.0
September 2010,49400000.0,31973600000.0
December 2010,168200000.0,31899600000.0
March 2011,45400000.0,32067800000.0
June 2011,59500000.0,32396600000.0
September 2011,179500000.0,32925500000.0
December 2011,64400000.0,33332700000.0
March 2012,59100000.0,33046200000.0
June 2012,65700000.0,33380300000.0
September 2012,-5000000.0,34008300000.0
December 2012,101200000.0,34131400000.0
March 2013,11900000.0,34899200000.0
June 2013,77100000.0,33775600000.0
September 2013,283000000.0,33917100000.0
December 2013,106000000.0,34780600000.0
March 2014,-228000000.0,34458700000.0
June 2014,78100000.0,34914300000.0
September 2014,117400000.0,30975000000.0
December 2014,83900000.0,31184200000.0
March 2015,52800000.0,31594800000.0
June 2015,46800000.0,31049000000.0
September 2015,33800000.0,31011200000.0
December 2015,137300000.0,31125100000.0
March 2016,45500000.0,31458000000.0
June 2016,59900000.0,32022500000.0
September 2016,18600000.0,32420700000.0
December 2016,234200000.0,31975200000.0
March 2017,62300000.0,32427400000.0
June 2017,83400000.0,32841800000.0
September 2017,100800000.0,32704600000.0
December 2017,-70900000.0,33110300000.0
March 2018,84300000.0,32809100000.0
June 2018,102200000.0,32472200000.0
September 2018,-529800000.0,31647200000.0
December 2018,28300000.0,31439800000.0
March 2019,51800000.0,32314400000.0
June 2019,37600000.0,32716000000.0
September 2019,42000000.0,33279800000.0
December 2019,278000000.0,33630900000.0
March 2020,-21200000.0,32735000000.0
June 2020,82000000.0,33979500000.0
September 2020,129200000.0,34569200000.0
December 2020,111800000.0,35339900000.0
March 2021,147400000.0,34659500000.0
June 2021,78000000.0,35519700000.0
September 2021,99800000.0,35713700000.0
December 2021,115800000.0,36204400000.0
March 2022,112300000.0,35468100000.0
June 2022,136100000.0,33835500000.0
