,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,0.0,0.0,,,
June 2010,0.0,0.0,,,
September 2010,23300.0,-23300.0,,,
December 2010,6903.0,-6903.0,20300.0,20300.0,
March 2011,6450.0,-6450.0,,,
June 2011,18861.0,-16423.0,77738.0,77738.0,
September 2011,7724.0,-7724.0,0.0,,
December 2011,29558.0,-29123.0,9991.0,9991.0,
March 2012,31933.0,-31674.0,3177.0,3177.0,
June 2012,18147.0,-17583.0,,,
September 2012,26347.0,-26417.0,1211.0,1211.0,
December 2012,11220.0,-11270.0,342.0,342.0,
March 2013,13090.0,-13447.0,41.0,41.0,
June 2013,26238.0,-26238.0,0.0,0.0,
September 2013,17768.0,-17830.0,3467.0,3467.0,
December 2013,29093.0,-29092.0,525.0,525.0,
March 2014,26181.0,-25473.0,141.0,141.0,
June 2014,14000.0,-14000.0,141.0,141.0,
September 2014,16350.0,-16350.0,141.0,141.0,
December 2014,,-36982.0,824394.0,194394.0,
March 2015,,-31661.0,0.0,0.0,
June 2015,,-15236.0,0.0,,
September 2015,,-14469.0,0.0,,
December 2015,,-62215.0,750577.0,120577.0,
March 2016,,-25390.0,733948.0,103948.0,
June 2016,,-4457.0,728750.0,98750.0,
September 2016,,-11493.0,725817.0,95817.0,
December 2016,,-8043.0,722889.0,92889.0,
March 2017,,-18977.0,718912.0,88912.0,
June 2017,415928.0,-347625.0,715936.0,85936.0,
September 2017,402741.0,-218470.0,713158.0,83158.0,
December 2017,374649.0,185899.0,710372.0,80372.0,
March 2018,,-23116.0,0.0,0.0,947215.0
June 2018,743511.0,-240063.0,5423637.0,4457041.0,966596.0
September 2018,615677.0,-561697.0,6479155.0,2324752.0,
December 2018,42198947.0,-42545344.0,12221177.0,5834989.0,
March 2019,84014721.0,-80343727.0,14358317.0,10037370.0,4320947.0
June 2019,12288323.0,-6840504.0,10687137.0,6447901.0,4239236.0
September 2019,1242256.0,-185461.0,,,
December 2019,1400459.0,-1426983.0,11251775.0,7235282.0,4016493.0
March 2020,3838955.0,-4058326.0,10220125.0,6746428.0,3473697.0
June 2020,1038870.0,-821991.0,10353986.0,6857637.0,3496349.0
September 2020,989210.0,-855577.0,10624467.0,6965546.0,3658921.0
December 2020,629908.0,-495179.0,10981646.0,7260127.0,3721519.0
March 2021,520186.0,496268.0,8865442.0,5291014.0,
June 2021,517587.0,-582891.0,9021901.0,5496321.0,
September 2021,127645.0,-16851.0,8618067.0,5190285.0,
