,NetIncomeLoss,Assets,AssetsCurrent
March 2017,11377000.0,1561038000.0,161415000.0
June 2017,12120000.0,,
September 2017,-9684000.0,,
December 2017,-34881000.0,1546402000.0,137524000.0
March 2018,6410000.0,,
June 2018,-28061000.0,1515156000.0,95151000.0
September 2018,36985000.0,1539607000.0,102903000.0
December 2018,131768000.0,1692263000.0,229022000.0
March 2019,-34098000.0,1583203000.0,97802000.0
June 2019,31972000.0,1656741000.0,107293000.0
September 2019,52649000.0,1765578000.0,130037000.0
December 2019,-6984000.0,1690198000.0,100432000.0
March 2020,-115300000.0,1559530000.0,238192000.0
June 2020,-64901000.0,1460502000.0,156602000.0
September 2020,-18864000.0,1446457000.0,174394000.0
December 2020,-63830000.0,1419810000.0,154491000.0
March 2021,-21322000.0,1436831000.0,178041000.0
June 2021,-12881000.0,1444515000.0,177063000.0
September 2021,9836000.0,1429966000.0,178919000.0
December 2021,8825000.0,1456479000.0,147498000.0
March 2022,-56810000.0,1494727000.0,166488000.0
June 2022,43354000.0,1530385000.0,204898000.0
