,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,5009000.0,4210000.0,-4996000.0,,
June 2018,5300000.0,4434000.0,-5231000.0,,
September 2018,5820000.0,4895000.0,-5710000.0,,
December 2018,7067000.0,6248000.0,-6862000.0,147628000.0,135785000.0
March 2019,8172000.0,6513000.0,-6155000.0,145426000.0,131637000.0
June 2019,10357000.0,7643000.0,-8221000.0,213050000.0,196521000.0
September 2019,11285000.0,8663000.0,-8434000.0,205124000.0,189148000.0
December 2019,14015000.0,11397000.0,-10927000.0,356168000.0,339995000.0
March 2020,14166000.0,10578000.0,9733000.0,343472000.0,326664000.0
June 2020,15801000.0,11130000.0,-14508000.0,333489000.0,315070000.0
September 2020,17399000.0,12740000.0,-16367000.0,316078000.0,296981000.0
December 2020,16237000.0,12106000.0,-15461000.0,306644000.0,287978000.0
March 2021,17234000.0,12386000.0,-16533000.0,290959000.0,273051000.0
June 2021,17952000.0,11945000.0,-17987000.0,275359000.0,258632000.0
September 2021,18508000.0,13597000.0,-17930000.0,257825000.0,243036000.0
December 2021,17071000.0,12264000.0,-16939000.0,242386000.0,227817000.0
March 2022,20771000.0,15024000.0,-20602000.0,222746000.0,208933000.0
June 2022,18128000.0,12825000.0,-17920000.0,206370000.0,192954000.0
