,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,2198.0,2198.0,-2195.0,,
September 2010,2387.0,2387.0,-2331.0,,
December 2010,2211.0,2211.0,-2205.0,,
March 2011,24394.0,24394.0,-24387.0,,
June 2011,3118.0,3118.0,28923.0,6879.0,6879.0
September 2011,21734.0,21734.0,-21733.0,,
December 2011,3224.0,3224.0,-3220.0,34217.0,34217.0
March 2012,34528.0,34528.0,-34525.0,20561.0,20561.0
June 2012,8372.0,8372.0,-7112.0,42755.0,42755.0
September 2012,21403.0,21403.0,-18733.0,45386.0,45386.0
December 2012,23212.0,23212.0,-23212.0,40414.0,40414.0
March 2013,5319.0,5319.0,-5319.0,472.0,472.0
June 2013,1589.0,1589.0,47264.0,383.0,383.0
September 2013,29957.0,29957.0,-29957.0,6385.0,6385.0
December 2013,33243.0,33243.0,-33243.0,51483.0,51483.0
March 2014,1251.0,1251.0,-1251.0,32882.0,32882.0
June 2014,2041.0,2041.0,-2041.0,30941.0,30941.0
September 2014,2760.0,2760.0,-2760.0,28081.0,28081.0
December 2014,16133.0,16133.0,-16133.0,11948.0,11948.0
March 2015,11107.0,11107.0,-11107.0,6981.0,6981.0
June 2015,13760.0,13760.0,-13760.0,1181.0,1181.0
September 2015,1717.0,1717.0,-1716.0,1465.0,1465.0
December 2015,25480.0,25480.0,-25480.0,1285.0,1285.0
March 2016,4183.0,4183.0,-4183.0,,
June 2016,1071.0,1071.0,-1071.0,7831.0,7831.0
September 2016,4986.0,4986.0,-4986.0,7395.0,7395.0
December 2016,18673.0,18673.0,-18673.0,9973.0,9973.0
March 2017,370.0,370.0,-370.0,9503.0,9503.0
June 2017,8045.0,8045.0,-8045.0,6928.0,6928.0
September 2017,8771.0,8771.0,-8771.0,5855.0,5855.0
December 2017,3062.0,3062.0,-3062.0,1470.0,1470.0
March 2018,3641.0,3641.0,-3641.0,2929.0,2929.0
June 2018,3635.0,3635.0,-3635.0,2394.0,2394.0
September 2018,8550.0,8550.0,-8550.0,1994.0,1994.0
December 2018,2525.0,2525.0,-2525.0,1219.0,1219.0
March 2019,2533.0,2533.0,-2533.0,3686.0,3686.0
June 2019,3470.0,3470.0,-3470.0,966.0,966.0
September 2019,8550.0,8550.0,-8550.0,4916.0,4916.0
December 2019,2533.0,2533.0,-2533.0,,4133.0
March 2020,2541.0,2541.0,-2541.0,,1592.0
June 2020,3471.0,3471.0,-3471.0,5121.0,5121.0
September 2020,8550.0,8550.0,-8550.0,,6571.0
December 2020,2525.0,2525.0,-2525.0,4046.0,4046.0
March 2021,2533.0,2533.0,-2533.0,1413.0,1413.0
June 2021,3463.0,3463.0,-3463.0,13050.0,13050.0
September 2021,8550.0,8550.0,-8550.0,25250.0,25250.0
December 2021,2623.0,2623.0,-2623.0,23377.0,23377.0
March 2022,1700.0,1700.0,-1700.0,20077.0,20077.0
June 2022,4330.0,4330.0,30076.0,15847.0,15847.0
