,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2009,143070.75,14159.0,,
December 2009,143070.75,14159.0,,
March 2010,143070.75,14159.0,,
June 2010,143070.75,14159.0,4521694.0,3084712.0
September 2010,355203.0,734635.0,,
December 2010,536845.0,460792.0,,
March 2011,379405.0,738773.0,,
June 2011,1427228.0,-446485.0,8498975.0,2336946.0
September 2011,454872.0,382009.0,6523707.0,859581.0
December 2011,858942.0,375291.0,8560007.0,2505220.0
March 2012,615663.0,581324.0,8977622.0,2534548.0
June 2012,1027150.0,-338575.0,8766148.0,1391868.0
September 2012,933778.0,414546.0,9987139.0,2624942.0
December 2012,946603.0,380879.0,10614499.0,3500306.0
March 2013,828830.0,559046.0,11187500.0,4575221.0
