,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2019,3021500.0,,,
December 2019,3021500.0,,,
March 2020,8138000.0,,,
June 2020,12097000.0,409634000.0,166931000.0,242703000.0
September 2020,-49654000.0,,,
December 2020,9705000.0,,,
March 2021,-10510000.0,531395000.0,251876000.0,279519000.0
June 2021,6473000.0,531752000.0,250932000.0,280820000.0
September 2021,7686000.0,542873000.0,260632000.0,282241000.0
December 2021,1323000.0,558001000.0,265938000.0,292063000.0
March 2022,-2821000.0,558191000.0,250449000.0,307742000.0
June 2022,-12709000.0,555596000.0,240956000.0,314640000.0
