,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,3278750.0,-590500.0,,
June 2012,3278750.0,-590500.0,,
September 2012,3278750.0,-590500.0,,
December 2012,3278750.0,-590500.0,,
March 2013,4111000.0,-2162000.0,,
June 2013,5138000.0,-2105000.0,,
September 2013,4823000.0,-4945000.0,,
December 2013,4543000.0,-37000.0,149887000.0,128819000.0
March 2014,4677000.0,-6114000.0,127711000.0,103559000.0
June 2014,4598000.0,-9366000.0,227128000.0,202021000.0
September 2014,5766000.0,-4622000.0,238766000.0,210338000.0
December 2014,7677000.0,1429000.0,296481000.0,237977000.0
March 2015,8414000.0,-5031000.0,302854000.0,246475000.0
June 2015,10390000.0,-11943000.0,430770000.0,266650000.0
September 2015,11822000.0,-3009000.0,427888000.0,266846000.0
December 2015,11429000.0,20405000.0,536736000.0,365707000.0
March 2016,12443000.0,2284000.0,486949000.0,325028000.0
June 2016,13294000.0,-2677000.0,502686000.0,352524000.0
September 2016,12513000.0,3530000.0,505953000.0,356230000.0
December 2016,12934000.0,-21190000.0,519775000.0,391577000.0
March 2017,12753000.0,-15840000.0,454252000.0,333062000.0
June 2017,12044000.0,-11555000.0,461963000.0,342326000.0
September 2017,11580000.0,-103571000.0,354889000.0,282463000.0
December 2017,11123000.0,-23817000.0,383635000.0,304656000.0
March 2018,10494000.0,-27816000.0,337414000.0,267262000.0
June 2018,9245000.0,-17984000.0,330398000.0,266523000.0
September 2018,9299000.0,-13792000.0,321115000.0,260949000.0
December 2018,8825000.0,-2230000.0,360012000.0,300541000.0
March 2019,9716000.0,-12546000.0,311397000.0,244050000.0
June 2019,9839000.0,-8281000.0,334837000.0,270037000.0
September 2019,10293000.0,-6174000.0,335321000.0,263179000.0
December 2019,10421000.0,1523000.0,395120000.0,313050000.0
March 2020,10696000.0,-9675000.0,314218000.0,236854000.0
June 2020,13063000.0,-39128000.0,757122000.0,410188000.0
September 2020,13562000.0,-10515000.0,866474000.0,529599000.0
December 2020,14228000.0,5886000.0,938960000.0,607071000.0
March 2021,14266000.0,-12877000.0,1214718000.0,887754000.0
June 2021,18111000.0,36808000.0,2541275000.0,1004032000.0
September 2021,21059000.0,-24319000.0,2533110000.0,974250000.0
December 2021,21013000.0,453000.0,2712612000.0,1178116000.0
March 2022,23043000.0,-44593000.0,2522462000.0,1009764000.0
June 2022,23037000.0,-24954000.0,2622465000.0,1141837000.0
