,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,37000000.0,34000000.0,,,
June 2013,37000000.0,34000000.0,,,
September 2013,37000000.0,34000000.0,,,
December 2013,37000000.0,34000000.0,,,
March 2014,60000000.0,37500000.0,,,
June 2014,53000000.0,37500000.0,,,
September 2014,60000000.0,51000000.0,,,
December 2014,104000000.0,-21000000.0,6826000000.0,590000000.0,1770000000.0
March 2015,84000000.0,-18000000.0,,,
June 2015,75000000.0,40000000.0,7044000000.0,478000000.0,
September 2015,82000000.0,62000000.0,6844000000.0,366000000.0,
December 2015,82000000.0,45000000.0,8522000000.0,419000000.0,
March 2016,83000000.0,17000000.0,7483000000.0,288000000.0,
June 2016,75000000.0,94000000.0,7437000000.0,319000000.0,
September 2016,76000000.0,100000000.0,8301000000.0,532000000.0,
December 2016,74000000.0,-85000000.0,8746000000.0,670000000.0,
March 2017,85000000.0,11000000.0,8366000000.0,476000000.0,
June 2017,77000000.0,76000000.0,8306000000.0,491000000.0,
September 2017,79000000.0,65000000.0,8240000000.0,520000000.0,
December 2017,85000000.0,-16000000.0,8360000000.0,481000000.0,
March 2018,89000000.0,39000000.0,8222000000.0,414000000.0,
June 2018,74000000.0,162000000.0,8327000000.0,471000000.0,
September 2018,84000000.0,66000000.0,8391000000.0,602000000.0,
December 2018,,-27000000.0,8448000000.0,761000000.0,
March 2019,,-48000000.0,8410000000.0,466000000.0,
June 2019,,-33000000.0,8667000000.0,496000000.0,
September 2019,,50000000.0,8762000000.0,616000000.0,
December 2019,,1000000.0,9605000000.0,605000000.0,
March 2020,,-90000000.0,9439000000.0,554000000.0,
June 2020,,131000000.0,9640000000.0,653000000.0,
September 2020,,71000000.0,9641000000.0,773000000.0,
December 2020,,-51000000.0,10488000000.0,708000000.0,
March 2021,,-29000000.0,11724000000.0,734000000.0,
June 2021,,75000000.0,11763000000.0,767000000.0,
September 2021,,38000000.0,11664000000.0,853000000.0,
December 2021,,26000000.0,12718000000.0,1531000000.0,
March 2022,,-58000000.0,12528000000.0,1373000000.0,
June 2022,,1382000000.0,12648000000.0,1635000000.0,
