,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,,522300000.0,106800000.0,,
June 2007,,522300000.0,106800000.0,,
September 2007,,522300000.0,106800000.0,,
December 2007,,522300000.0,106800000.0,,
March 2008,21500000.0,557000000.0,102900000.0,,
June 2008,21500000.0,580000000.0,139000000.0,,
September 2008,21500000.0,578800000.0,126200000.0,,
December 2008,21500000.0,541400000.0,80000000.0,4756900000.0,1691100000.0
March 2009,21500000.0,516300000.0,57400000.0,,
June 2009,21500000.0,526400000.0,99100000.0,4928300000.0,1749900000.0
September 2009,21500000.0,554100000.0,145000000.0,4988800000.0,1816000000.0
December 2009,21500000.0,577400000.0,115800000.0,5020900000.0,1814200000.0
March 2010,22000000.0,558100000.0,95500000.0,4769200000.0,1718300000.0
June 2010,22000000.0,565300000.0,129300000.0,4663800000.0,1735300000.0
September 2010,22000000.0,558500000.0,174200000.0,4861500000.0,1854500000.0
December 2010,22000000.0,579700000.0,131300000.0,4872200000.0,1869900000.0
March 2011,24000000.0,581600000.0,93600000.0,5262300000.0,1888900000.0
June 2011,24000000.0,609600000.0,125900000.0,5407400000.0,1994200000.0
September 2011,24000000.0,595300000.0,,5505600000.0,2091000000.0
December 2011,24000000.0,651600000.0,,18184700000.0,5396000000.0
March 2012,45750000.0,989700000.0,49700000.0,16861700000.0,3959800000.0
June 2012,45750000.0,981700000.0,184500000.0,16465400000.0,3908500000.0
September 2012,45750000.0,977700000.0,,16722800000.0,4072900000.0
December 2012,45750000.0,971100000.0,,17572300000.0,4892000000.0
March 2013,47000000.0,1021000000.0,,17296200000.0,4603400000.0
June 2013,47000000.0,1083300000.0,,19654300000.0,4698200000.0
September 2013,47000000.0,1097400000.0,,19613600000.0,4796000000.0
December 2013,47000000.0,1123500000.0,,19636500000.0,4698400000.0
March 2014,49250000.0,1136900000.0,,19563400000.0,4703000000.0
June 2014,49250000.0,1152700000.0,,19613800000.0,4772100000.0
September 2014,49250000.0,1145900000.0,,19685800000.0,4871800000.0
December 2014,49250000.0,1142100000.0,,19466700000.0,4871100000.0
March 2015,47750000.0,1136800000.0,,19252000000.0,4921800000.0
June 2015,47750000.0,1079200000.0,,19217300000.0,4971100000.0
September 2015,47750000.0,1070700000.0,,18883300000.0,4642400000.0
December 2015,47750000.0,1058800000.0,,18641700000.0,4447500000.0
March 2016,47250000.0,1088200000.0,,18341800000.0,4194900000.0
June 2016,47250000.0,1093300000.0,,18224600000.0,4095400000.0
September 2016,47250000.0,1071600000.0,,18378800000.0,4172000000.0
December 2016,47250000.0,1046300000.0,,18330200000.0,4279400000.0
March 2017,50250000.0,956100000.0,,19223000000.0,4307300000.0
June 2017,50250000.0,967000000.0,,19523400000.0,4532100000.0
September 2017,50250000.0,1087300000.0,,19856700000.0,4614500000.0
December 2017,50250000.0,962400000.0,,19962400000.0,4596400000.0
March 2018,48250000.0,1008500000.0,,20184300000.0,4596800000.0
June 2018,48250000.0,1036800000.0,,19951600000.0,4607900000.0
September 2018,48250000.0,964700000.0,,19962600000.0,4822300000.0
December 2018,48250000.0,948800000.0,,20074500000.0,4677700000.0
March 2019,52250000.0,1001200000.0,,20927600000.0,4751000000.0
June 2019,52250000.0,900000000.0,,20827600000.0,4853500000.0
September 2019,52250000.0,962500000.0,,20835600000.0,4870100000.0
December 2019,52250000.0,984000000.0,,20869100000.0,4828400000.0
March 2020,46250000.0,1015000000.0,,22339600000.0,6437100000.0
June 2020,46250000.0,788600000.0,,18082400000.0,5166200000.0
September 2020,46250000.0,802600000.0,,18097100000.0,4992000000.0
December 2020,46250000.0,809600000.0,,18126000000.0,5117400000.0
March 2021,46500000.0,862900000.0,193600000.0,18208100000.0,5150000000.0
June 2021,46500000.0,853300000.0,310800000.0,18533700000.0,5487400000.0
September 2021,46500000.0,832000000.0,,17926200000.0,4986800000.0
December 2021,46500000.0,867900000.0,,21206400000.0,4687100000.0
March 2022,,914700000.0,171900000.0,21067200000.0,4604500000.0
June 2022,,940100000.0,308300000.0,21163600000.0,4905000000.0
