,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,3091917.5,1443087.5,,,
March 2010,3091917.5,1443087.5,,,
June 2010,2855312.0,1443087.5,,,
September 2010,3694132.0,1443087.5,128976265.0,65001836.0,
December 2010,3180301.0,-100000.0,,,
March 2011,3549508.0,-3400000.0,,,
June 2011,2974318.0,-700000.0,110677320.0,49040060.0,
September 2011,3565002.0,-1100000.0,111029551.0,50360395.0,
December 2011,3287425.0,-400000.0,116274021.0,56365853.0,
March 2012,2471146.0,-3900000.0,106278841.0,47740360.0,
June 2012,2825432.0,-1700000.0,105178964.0,47923447.0,
September 2012,3499790.0,-43700000.0,59755749.0,40702772.0,19052977.0
December 2012,2549349.0,-760210.0,58295636.0,40834305.0,17461331.0
March 2013,2033330.0,-1199009.0,50192100.0,33655649.0,16536451.0
June 2013,1874833.0,2932067.0,44106878.0,33740131.0,10366747.0
September 2013,1590439.0,2400000.0,50697400.0,40938517.0,9758883.0
December 2013,1768923.0,467921.0,41496107.0,32508302.0,8987805.0
March 2014,1619463.0,5902.0,37907542.0,29411134.0,8496408.0
June 2014,1531682.0,438788.0,35781761.0,27552112.0,8229649.0
September 2014,1435541.0,2705695.0,42285301.0,34380064.0,7905237.0
December 2014,1838202.0,-212441.0,38884595.0,30272911.0,8611684.0
March 2015,1708396.0,-167395.0,37772578.0,29154144.0,8618434.0
June 2015,1514546.0,706564.0,45316762.0,36550616.0,8628865.0
September 2015,1523190.0,1673980.0,46804577.0,38247629.0,
December 2015,2184626.0,698856.0,47954064.0,36769636.0,
March 2016,1873550.0,-287485.0,49149936.0,36606910.0,
June 2016,1588076.0,1077225.0,54448854.0,41686930.0,
September 2016,1647071.0,1675577.0,56396366.0,42110255.0,
December 2016,2195610.0,1238657.0,49958360.0,36516462.0,
March 2017,1939278.0,-312539.0,47207813.0,32701378.0,
June 2017,1600454.0,-1867148.0,56996862.0,38665394.0,
September 2017,1666427.0,553274.0,57303135.0,37973346.0,
December 2017,2009091.0,148500.0,54073639.0,35402663.0,
March 2018,1956356.0,-947575.0,45245483.0,27115201.0,
June 2018,1773304.0,1096267.0,44990393.0,27516294.0,
September 2018,1989431.0,2211831.0,54681390.0,37865401.0,
December 2018,2756391.0,,58190998.0,41833981.0,
March 2019,2012282.0,,60846426.0,44517788.0,
June 2019,2021359.0,,62550552.0,45919788.0,
September 2019,2067354.0,,55928038.0,39112837.0,
December 2019,2595772.0,,45032951.0,28210921.0,
March 2020,2345509.0,,41927379.0,24832378.0,
June 2020,2532141.0,,55095551.0,38457881.0,
September 2020,2358156.0,,58163286.0,41771572.0,
December 2020,3595830.0,,61713645.0,38219183.0,
March 2021,3823913.0,,60259136.0,35664194.0,
June 2021,3207864.0,,57078546.0,29966830.0,
September 2021,3186037.0,,70171461.0,42981202.0,
December 2021,3632595.0,,73468765.0,46643577.0,
March 2022,3417039.0,,66443468.0,39821506.0,
June 2022,3821043.0,,87110007.0,49103473.0,
