,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,1029508.25,179125.75,595616.0,,,
June 2014,1029508.25,179125.75,595616.0,,,
September 2014,1029508.25,179125.75,595616.0,,,
December 2014,1029508.25,179125.75,595616.0,6771358.0,,
March 2015,989037.0,171680.25,432944.25,,,
June 2015,878238.0,171680.25,432944.25,,,
September 2015,1035217.0,171680.25,432944.25,,,
December 2015,1615877.0,171680.25,432944.25,14612386.0,,
March 2016,2091505.0,270032.5,-592597.5,13605536.0,,
June 2016,2074600.0,270032.5,-592597.5,12415416.0,,
September 2016,2334948.0,270032.5,-592597.5,11075962.0,,
December 2016,1485531.0,270032.5,-592597.5,10014773.0,,
March 2017,1532757.0,490677.0,-2156794.75,9300635.0,,
June 2017,1611475.0,207175.0,-2156794.75,8969055.0,,
September 2017,1489401.0,178615.0,-2156794.75,4133951.0,,
December 2017,3230099.0,-114199.0,-2156794.75,1968317.0,,
March 2018,972651.0,72548.0,-8918.0,1806159.0,,
June 2018,733170.0,79667.0,455240.0,2438478.0,,
September 2018,990927.0,71864.0,-586804.0,2091390.0,,
December 2018,1105137.0,98951.0,-331677.0,6059568.0,5871110.0,188458.0
March 2019,1211930.0,111271.0,-457018.0,10138179.0,,
June 2019,1227838.0,83656.0,-450503.0,9523755.0,,
September 2019,919142.0,139364.0,-279647.0,9608174.0,,
December 2019,2535616.0,181197.0,-1817710.0,7640641.0,1773157.0,5867484.0
March 2020,901824.0,80223.0,-551094.0,3042628.0,1267544.0,1775084.0
June 2020,774774.0,74728.0,-437968.0,6883954.0,6645003.0,238951.0
September 2020,3006543.0,96483.0,-2751759.0,12942279.0,12717128.0,225151.0
December 2020,632471.0,99800.0,-300641.0,12317430.0,12120841.0,196589.0
March 2021,1904272.0,99769.0,4548299.0,26439928.0,18170735.0,8269193.0
June 2021,641625.0,96015.0,11254339.0,37426543.0,30305920.0,7120623.0
September 2021,2418386.0,106895.0,-5520164.0,32224437.0,23686853.0,8537584.0
December 2021,4367037.0,115284.0,-5523256.0,62103941.0,38510632.0,23593309.0
March 2022,5221236.0,114920.0,-5728051.0,59736098.0,29736266.0,29999832.0
June 2022,5608421.0,122271.0,2844340.0,69979578.0,22145538.0,47834040.0
