,OperatingExpenses,Assets,AssetsCurrent,AssetsNoncurrent
March 2016,44800000.0,,,
June 2016,,,,
September 2016,,,,
December 2016,,5349795000.0,178766000.0,216410000.0
March 2017,62293000.0,5641189000.0,209418000.0,202836000.0
