,OperatingExpenses,NetIncomeLoss,Assets
March 2009,301750000.0,,
June 2009,301750000.0,,
September 2009,301750000.0,,
December 2009,301750000.0,,
March 2010,419000000.0,179750000.0,
June 2010,839000000.0,179750000.0,
September 2010,599000000.0,179750000.0,
December 2010,464000000.0,179750000.0,154885000000.0
March 2011,515000000.0,308250000.0,
June 2011,729000000.0,308250000.0,165482000000.0
September 2011,990000000.0,308250000.0,163771000000.0
December 2011,747000000.0,308250000.0,171064000000.0
March 2012,457000000.0,305750000.0,179092000000.0
June 2012,887000000.0,305750000.0,176694000000.0
September 2012,547000000.0,305750000.0,183659000000.0
December 2012,745000000.0,305750000.0,184796000000.0
March 2013,408000000.0,,190434000000.0
June 2013,368000000.0,,185165000000.0
September 2013,434000000.0,,186744000000.0
December 2013,727000000.0,,188039000000.0
March 2014,720000000.0,,190664000000.0
June 2014,630000000.0,,186947000000.0
September 2014,676000000.0,,184809000000.0
December 2014,728000000.0,,205863000000.0
March 2015,647000000.0,,212322000000.0
June 2015,445000000.0,,207522000000.0
September 2015,695000000.0,,203176000000.0
December 2015,-64000000.0,,202362000000.0
March 2016,625000000.0,-693750000.0,209173000000.0
June 2016,131000000.0,-693750000.0,214837000000.0
September 2016,423000000.0,-693750000.0,215407000000.0
December 2016,559000000.0,-693750000.0,199273000000.0
March 2017,365000000.0,-220750000.0,200016000000.0
June 2017,460000000.0,-220750000.0,210663000000.0
September 2017,446000000.0,-220750000.0,210940000000.0
December 2017,562000000.0,-220750000.0,212045000000.0
March 2018,397000000.0,241750000.0,207226000000.0
June 2018,447000000.0,241750000.0,204579000000.0
September 2018,509000000.0,241750000.0,204968000000.0
December 2018,410000000.0,241750000.0,195830000000.0
March 2019,434000000.0,-202250000.0,205026000000.0
June 2019,455000000.0,-202250000.0,209908000000.0
September 2019,464000000.0,-202250000.0,214847000000.0
December 2019,456000000.0,-202250000.0,216153000000.0
March 2020,410000000.0,-326500000.0,214306000000.0
June 2020,447000000.0,-326500000.0,224301000000.0
September 2020,469000000.0,-326500000.0,228160000000.0
December 2020,518000000.0,-326500000.0,235288000000.0
March 2021,424000000.0,16500000.0,229547000000.0
June 2021,465000000.0,16500000.0,241136000000.0
September 2021,435000000.0,16500000.0,242326000000.0
December 2021,476000000.0,16500000.0,247255000000.0
March 2022,386000000.0,,233506000000.0
June 2022,485000000.0,,218288000000.0
