,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,26440000.0,12789000.0,-828000.0,,
June 2010,24523000.0,10832000.0,9431000.0,,
September 2010,25194000.0,12502000.0,3078000.0,,
December 2010,26779000.0,12864000.0,3361000.0,474819000.0,84519000.0
March 2011,26655000.0,13179000.0,310000.0,,
June 2011,23795000.0,10957000.0,8444000.0,481774000.0,91054000.0
September 2011,24356000.0,12562000.0,8790000.0,495672000.0,92121000.0
December 2011,27791000.0,15735000.0,6158000.0,501512000.0,99417000.0
March 2012,27215000.0,15006000.0,-3663000.0,468900000.0,51627000.0
June 2012,24449000.0,13894000.0,-301000.0,466741000.0,51147000.0
September 2012,25502000.0,14389000.0,55000.0,473832000.0,59635000.0
December 2012,24679000.0,14340000.0,2628000.0,467418000.0,55244000.0
March 2013,30801000.0,19510000.0,-2753000.0,473630000.0,64427000.0
June 2013,24676000.0,14504000.0,1250000.0,464659000.0,56648000.0
September 2013,31002000.0,18953000.0,106000.0,473790000.0,67047000.0
December 2013,28075000.0,16233000.0,-87169000.0,461748000.0,56265000.0
March 2014,26245000.0,15754000.0,-6087000.0,466084000.0,62268000.0
June 2014,32281000.0,19704000.0,-3233000.0,457175000.0,54870000.0
September 2014,28211000.0,16935000.0,-4665000.0,461394000.0,61012000.0
December 2014,25556000.0,15146000.0,-5966000.0,451813000.0,53308000.0
March 2015,26361000.0,15262000.0,-8615000.0,456804000.0,60104000.0
June 2015,27888000.0,16341000.0,-3585000.0,448036000.0,53034000.0
September 2015,26830000.0,15315000.0,-7692000.0,456935000.0,64290000.0
December 2015,31520000.0,19656000.0,-7063000.0,447209000.0,57976000.0
March 2016,27860000.0,15455000.0,-11316000.0,451522000.0,61427000.0
June 2016,24278000.0,12978000.0,-3779000.0,442568000.0,52596000.0
September 2016,25685000.0,14211000.0,-4762000.0,451714000.0,62575000.0
December 2016,24675000.0,13462000.0,3515000.0,450890000.0,62909000.0
March 2017,26680000.0,14487000.0,-10838000.0,451130000.0,64023000.0
June 2017,27285000.0,16563000.0,2567000.0,437532000.0,52120000.0
September 2017,25923000.0,14713000.0,-7086000.0,434454000.0,49182000.0
December 2017,,12553000.0,34978000.0,435904000.0,55001000.0
March 2018,,14850000.0,-3369000.0,435592000.0,55515000.0
June 2018,,13164000.0,-1998000.0,437388000.0,57942000.0
September 2018,,14444000.0,8665000.0,437669000.0,58301000.0
December 2018,,13514000.0,13193000.0,444312000.0,61499000.0
March 2019,,19254000.0,-3932000.0,455098000.0,57310000.0
June 2019,,14910000.0,-1769000.0,454099000.0,55439000.0
September 2019,,15344000.0,-345000.0,455176000.0,54955000.0
December 2019,,15284000.0,5118000.0,469044000.0,80274000.0
March 2020,,18241000.0,-14330000.0,453361000.0,78927000.0
