,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2012,817.0,-817.0,,
June 2012,817.0,-817.0,,
September 2012,817.0,-817.0,,
December 2012,817.0,-817.0,,
March 2013,2006.75,-2006.75,,
June 2013,2006.75,-2006.75,,
September 2013,2006.75,-2006.75,,
December 2013,2006.75,-2006.75,91.0,
March 2014,2915.0,-2915.0,,
June 2014,4898.0,-4898.0,,
September 2014,16834.0,-16834.0,,
December 2014,15457.0,-15457.0,13348.0,
March 2015,8721.0,-8721.0,1101.0,
June 2015,1562.0,-1562.0,509.0,
September 2015,1911.0,-1911.0,461.0,
December 2015,8740.0,-10040.0,3612.0,3613.0
March 2016,2064.0,-2064.0,3477.0,
June 2016,,-28106.333333333332,1692910.0,152360.0
September 2016,,-28106.333333333332,1654123.0,117297.0
December 2016,,-28106.333333333332,1606423.0,87921.0
