,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,1932295.5,312771.5,-24683172.0,,
March 2010,1932295.5,312771.5,-24683172.0,,
June 2010,1618180.0,335961.0,11473335.0,,
September 2010,576298.0,342134.0,,5010309.0,2674280.0
December 2010,12520224.0,293799.0,-4244096.5,,
March 2011,4177905.0,417848.0,-4244096.5,,
June 2011,3923699.0,657230.0,-3735007.0,6814647.0,3680445.0
September 2011,2015913.0,861859.0,,5914014.0,2867297.0
December 2011,1991487.0,961665.0,,5635244.0,4093708.0
March 2012,5837363.0,1807070.0,,4630274.0,3119134.0
June 2012,2347174.0,1131686.0,,3312557.0,1667718.0
September 2012,2646572.0,1335393.0,,2584076.0,1004384.0
