,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,893500.0,480000.0,-829500.0,,,
June 2013,893500.0,480000.0,-829500.0,,,
September 2013,893500.0,480000.0,-829500.0,,,
December 2013,893500.0,480000.0,-829500.0,,,
March 2014,968000.0,543500.0,-400000.0,,,
June 2014,1292000.0,543500.0,-1717000.0,,,
September 2014,1354000.0,585000.0,-1363000.0,,,
December 2014,1780000.0,723000.0,-1749000.0,2938000.0,1487000.0,
March 2015,3491000.0,1607000.0,-3465000.0,,,
June 2015,3755000.0,1850000.0,-3700000.0,,,
September 2015,4990000.0,2132000.0,-4936000.0,70996000.0,67987000.0,
December 2015,7214000.0,3468000.0,-7099000.0,165424000.0,161384000.0,
March 2016,7952000.0,4736000.0,-7847000.0,158522000.0,154000000.0,
June 2016,12055000.0,8401000.0,-11565000.0,190338000.0,183941000.0,
September 2016,17625000.0,13686000.0,-17535000.0,179973000.0,172140000.0,
December 2016,19180000.0,13995000.0,-18454000.0,164811000.0,151990000.0,12821000.0
March 2017,20590000.0,14740000.0,-20996000.0,151507000.0,132780000.0,
June 2017,25770000.0,19103000.0,-24597000.0,226432000.0,201224000.0,
September 2017,27668000.0,20097000.0,-26135000.0,202086000.0,173834000.0,
December 2017,32256000.0,25369000.0,-30211000.0,181843000.0,150488000.0,31355000.0
March 2018,37197000.0,29196000.0,-35241000.0,150421000.0,117961000.0,32460000.0
June 2018,41452000.0,32547000.0,-35894000.0,353743000.0,267674000.0,86069000.0
September 2018,42725000.0,32876000.0,-37631000.0,324577000.0,233161000.0,91416000.0
December 2018,52563000.0,39809000.0,-37887000.0,295940000.0,202273000.0,93667000.0
March 2019,51014000.0,40113000.0,-44200000.0,430612000.0,315031000.0,115581000.0
June 2019,53245000.0,41605000.0,-41942000.0,385547000.0,289591000.0,95956000.0
September 2019,57108000.0,44585000.0,-50726000.0,347212000.0,250258000.0,96954000.0
December 2019,62933000.0,49128000.0,-56770000.0,284250000.0,185476000.0,98774000.0
March 2020,54154000.0,41158000.0,-47493000.0,238572000.0,149791000.0,88781000.0
June 2020,41683000.0,31478000.0,-40528000.0,203951000.0,146834000.0,57117000.0
September 2020,37865000.0,28275000.0,-33100000.0,310061000.0,258430000.0,51631000.0
December 2020,39752000.0,30033000.0,-28789000.0,279238000.0,230042000.0,49196000.0
March 2021,43471000.0,33393000.0,-42464000.0,242647000.0,194545000.0,48102000.0
June 2021,42604000.0,31635000.0,-38766000.0,206411000.0,159431000.0,46980000.0
September 2021,44030000.0,31086000.0,-6230000.0,200512000.0,157987000.0,42525000.0
December 2021,37875000.0,25761000.0,-34785000.0,207007000.0,162564000.0,44443000.0
March 2022,39844000.0,27470000.0,-37814000.0,167359000.0,124383000.0,42976000.0
June 2022,42539000.0,29733000.0,-41296000.0,213319000.0,160114000.0,53205000.0
