,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2013,64249500.0,11491750.0,-42139250.0,,
June 2013,64249500.0,11491750.0,-42139250.0,,
September 2013,64249500.0,11491750.0,-42139250.0,,
December 2013,64249500.0,11491750.0,-42139250.0,,
March 2014,73884000.0,14898000.0,-38511000.0,,
June 2014,78877000.0,16345000.0,-37562000.0,,
September 2014,89284000.0,17172000.0,-45421000.0,,
December 2014,93778000.0,17987000.0,-46733000.0,,
March 2015,95101000.0,23134000.0,-47283000.0,,
June 2015,102588000.0,26453000.0,-50175000.0,,
September 2015,110053000.0,26324000.0,-55117000.0,,
December 2015,108865000.0,26589000.0,-50373000.0,,
March 2016,100888000.0,26907000.0,-38575000.0,,
June 2016,106030000.0,28265000.0,-38102000.0,,
September 2016,113447000.0,29652000.0,-38233000.0,,
December 2016,116765000.0,31104000.0,-36877000.0,,
March 2017,124478000.0,33534000.0,-40086000.0,,
June 2017,129159000.0,34042000.0,-39285000.0,,
September 2017,137392000.0,34812000.0,-42924000.0,,
December 2017,133886000.0,34403000.0,-32665000.0,,
March 2018,137299000.0,38248000.0,-36637000.0,,
June 2018,142836000.0,41830000.0,-38085000.0,,
September 2018,150684000.0,42310000.0,-40196000.0,,
December 2018,138210000.0,41362000.0,-19694000.0,,
March 2019,149671000.0,46244000.0,-36828000.0,,
June 2019,154954000.0,49693000.0,-36234000.0,,
September 2019,160087000.0,50652000.0,-40896000.0,,
December 2019,155447000.0,53161000.0,-30390000.0,,
March 2020,153806000.0,53114000.0,-25550000.0,,
June 2020,144469000.0,50115000.0,-7656000.0,,
September 2020,141805000.0,49454000.0,-5284000.0,,
December 2020,143594000.0,48579000.0,-4943000.0,,
March 2021,151757000.0,50859000.0,-14573000.0,,
June 2021,159808000.0,52722000.0,-8700000.0,,
September 2021,172062000.0,55837000.0,-13861000.0,,
December 2021,168847000.0,59105000.0,-4325000.0,,
March 2022,175599000.0,61733000.0,-4699000.0,,
June 2022,178032000.0,61965000.0,1045000.0,,
