,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2010,77890.0,,1552929.0,,
December 2010,118778.0,,2190917.0,,
March 2011,677453.0,,1990993.0,,
June 2011,523440.0,,3248942.0,30523628.0,8570657.0
September 2011,137608.0,,2650862.0,34516013.0,13021800.0
December 2011,252659.0,,6891989.0,47011060.0,13351887.0
March 2012,290544.0,,4604223.0,53146681.0,18634221.0
June 2012,1611757.0,,3407759.0,59242971.0,23835535.0
September 2012,289430.0,,5072328.0,66153227.0,29836052.0
December 2012,281689.0,,5320839.0,73423610.0,36419800.0
March 2013,295635.0,,5283925.0,80921203.0,30978026.0
June 2013,416645.0,,5962628.0,90415393.0,32294212.0
September 2013,317489.0,,7082402.0,100317927.0,41166835.0
December 2013,324574.0,,6635605.0,109959256.0,49672939.0
March 2014,317244.0,,6770707.0,118127153.0,57167389.0
June 2014,684845.0,,6031729.0,127902900.0,66340390.0
September 2014,313122.0,,7907929.0,138799234.0,76307791.0
December 2014,361331.0,,7562570.0,149062964.0,82873949.0
March 2015,509437.0,,8694723.0,161400829.0,93612244.0
June 2015,746376.0,,8426045.0,173119673.0,66216539.0
September 2015,38677438.0,76654.0,-31735838.0,178339639.0,54740245.0
December 2015,1237590.0,76654.0,5067115.0,184595931.0,53788033.0
March 2016,1627682.0,76654.0,3414825.0,207078974.0,62653411.0
June 2016,2261087.0,76654.0,4408404.0,209367633.0,60475890.0
September 2016,1519095.0,221960.0,4997424.0,217205251.0,65777036.0
December 2016,1313557.0,216712.0,6161968.0,219900673.0,58446944.0
March 2017,1280006.0,214896.0,5292563.0,232231872.0,68177903.0
June 2017,1279296.0,216080.0,5706619.0,245608505.0,87515035.0
September 2017,5555711.0,396740.0,3242104.0,260187184.0,100330133.0
December 2017,2030705.0,789238.0,5783938.0,272755299.0,115739661.0
