,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2019,15893202.75,9797816.5,
June 2019,15893202.75,9797816.5,
September 2019,15893202.75,9797816.5,
December 2019,15893202.75,9797816.5,
March 2020,17518785.0,6580034.0,
June 2020,17062297.0,11724101.0,
September 2020,19856843.0,22561061.0,
December 2020,35921257.0,38228259.0,733680241.0
March 2021,28148956.0,16120645.0,866722489.0
June 2021,30137000.0,28573000.0,932281953.0
September 2021,32434505.0,19135499.0,1232581783.0
December 2021,63684039.0,57303357.0,1894247623.0
March 2022,61710000.0,43716000.0,1992466000.0
June 2022,66015000.0,62624000.0,2112786000.0
