,OperatingExpenses,NetIncomeLoss,Assets
March 2010,,0.0,
June 2010,,0.0,
September 2010,,-332555.0,
December 2010,,-433644.0,829812.0
March 2011,,-433233.0,
June 2011,,-3980615.0,97245235.0
September 2011,,-2900704.0,94171549.0
December 2011,,-1180872.0,92465540.0
March 2012,2533296.5,-562305.0,93490117.0
June 2012,2533296.5,-234589.0,100021726.0
September 2012,2533296.5,148921.0,116872812.0
December 2012,2533296.5,501343.0,123291930.0
March 2013,7561573.5,-3124343.0,221764111.0
June 2013,7561573.5,-2585550.0,260388200.0
September 2013,7561573.5,97724.0,279826140.0
December 2013,7561573.5,1629081.0,341636695.0
March 2014,6728586.0,2756983.0,355334922.0
June 2014,7856320.0,2404106.0,382585772.0
September 2014,14261986.0,-3202892.0,688340520.0
December 2014,15374088.0,135292.0,691382907.0
March 2015,17732329.0,-755230.0,788866257.0
June 2015,18979523.0,416560.0,909057804.0
September 2015,25834700.0,-1682478.0,1104840196.0
December 2015,27869218.0,-379520.0,1295529033.0
March 2016,36230441.0,-3300929.0,1536835447.0
June 2016,40348470.0,209518.0,1757008533.0
September 2016,43991783.0,-2688620.0,2123537070.0
December 2016,49378997.0,-3982783.0,2420832602.0
March 2017,52215212.0,29062000.0,2544429342.0
June 2017,57215000.0,3207379.0,2639532522.0
September 2017,58179002.0,41000.0,2927719268.0
December 2017,67007344.0,-4741860.0,3252370000.0
March 2018,75493000.0,13883000.0,3394174000.0
June 2018,79376000.0,-5138000.0,3908226000.0
September 2018,88957000.0,8138000.0,4149982000.0
December 2018,83368000.0,27199000.0,4410958000.0
March 2019,87158000.0,-2772000.0,4801914000.0
June 2019,89197000.0,-1106000.0,4980518000.0
September 2019,94117000.0,-2078000.0,5267647000.0
December 2019,99717000.0,-1288000.0,4770560000.0
March 2020,281511000.0,-176382000.0,4827399000.0
June 2020,101638000.0,-15684000.0,4819283000.0
September 2020,102847000.0,-3494000.0,4731062000.0
December 2020,96231000.0,17772000.0,4281079000.0
March 2021,92022000.0,-2647000.0,4234968000.0
June 2021,89678000.0,1554000.0,4270199000.0
September 2021,83883000.0,9977000.0,3659035000.0
December 2021,83045000.0,11562000.0,3563368000.0
March 2022,,-7814000.0,3740272000.0
