,NetIncomeLoss,Assets
March 2008,44199000.0,
June 2008,44199000.0,
September 2008,44199000.0,
December 2008,44199000.0,
March 2009,23290000.0,
June 2009,153179000.0,
September 2009,118208000.0,
December 2009,112409000.0,25249501000.0
March 2010,122439000.0,
June 2010,127019000.0,27220606000.0
September 2010,128232000.0,28934028000.0
December 2010,196712000.0,29081908000.0
March 2011,148920000.0,29510019000.0
June 2011,132888000.0,30659277000.0
September 2011,134602000.0,31183454000.0
December 2011,138579000.0,32104032000.0
March 2012,123318000.0,32286082000.0
June 2012,141111000.0,38344323000.0
September 2012,144475000.0,39924013000.0
December 2012,222989000.0,40360438000.0
March 2013,185535000.0,40197101000.0
June 2013,-49612000.0,38790621000.0
September 2013,137955000.0,39526555000.0
December 2013,144959000.0,39674473000.0
March 2014,136664000.0,40541581000.0
June 2014,198296000.0,43171051000.0
September 2014,157996000.0,42910363000.0
December 2014,191091000.0,44679611000.0
March 2015,125114000.0,44691268000.0
June 2015,130391000.0,47460271000.0
September 2015,83534000.0,47606120000.0
December 2015,163127000.0,50383152000.0
March 2016,76472000.0,52186624000.0
June 2016,236103000.0,53876703000.0
September 2016,198719000.0,54832498000.0
December 2016,190149000.0,53097879000.0
March 2017,145512000.0,53805820000.0
June 2017,232190000.0,58138072000.0
September 2017,227591000.0,58694031000.0
December 2017,1216888000.0,60514818000.0
March 2018,100230000.0,60954823000.0
June 2018,204374000.0,59766497000.0
September 2018,301000000.0,62972642000.0
December 2018,110039000.0,64535000000.0
March 2019,169507000.0,66692481000.0
June 2019,202000000.0,72043816000.0
September 2019,262765000.0,75773985000.0
December 2019,235000000.0,76731000000.0
March 2020,-88000000.0,75654000000.0
June 2020,158000000.0,80729000000.0
September 2020,213000000.0,82127000000.0
December 2020,132000000.0,84656000000.0
March 2021,139000000.0,84810000000.0
June 2021,344000000.0,88944000000.0
September 2021,-22000000.0,91449000000.0
December 2021,156000000.0,92175000000.0
March 2022,-63000000.0,89761000000.0
June 2022,198000000.0,84609000000.0
