,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,12679250.0,-59200750.0,,
June 2019,12679250.0,-59200750.0,,
September 2019,12679250.0,-59200750.0,,
December 2019,12679250.0,-59200750.0,,
March 2020,21802000.0,-65340000.0,,
June 2020,17481000.0,-59440000.0,,
September 2020,21703000.0,-61816000.0,,
December 2020,29866000.0,-75598000.0,304921000.0,228574000.0
March 2021,39811000.0,-84585000.0,227232000.0,139730000.0
June 2021,50152000.0,-100833000.0,725448000.0,606152000.0
September 2021,39073000.0,-98229000.0,627336000.0,516564000.0
December 2021,30084000.0,-78138000.0,522396000.0,407349000.0
March 2022,28739000.0,-72116000.0,618189000.0,353615000.0
June 2022,31186000.0,-116468000.0,470968000.0,239641000.0
