,NetIncomeLoss,Assets
September 2015,628000.0,
December 2015,18000.0,
March 2016,6000.0,
June 2016,27000.0,54279000.0
September 2016,4000.0,53606000.0
December 2016,-54000.0,57475000.0
March 2017,-44000.0,55588000.0
June 2017,-40000.0,55609000.0
September 2017,-79000.0,50677000.0
December 2017,-113000.0,49983000.0
March 2018,-108000.0,51906000.0
June 2018,-714000.0,49968000.0
September 2018,-46000.0,49728000.0
December 2018,-24000.0,56484000.0
March 2019,-53000.0,52118000.0
June 2019,-36000.0,52222000.0
September 2019,-72000.0,51189000.0
