,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2010,1977000.0,,
June 2010,1615000.0,,
September 2010,1666000.0,,
December 2010,,4111000.0,3721000.0
March 2011,1141000.0,,
June 2011,988000.0,2368000.0,2126000.0
September 2011,922000.0,2190000.0,1987000.0
