,NetIncomeLoss,Assets,AssetsCurrent
March 2009,-123346500.0,,
June 2009,-123346500.0,,
September 2009,-123346500.0,,
December 2009,-123346500.0,,
March 2010,6990000.0,,
June 2010,12069000.0,,
September 2010,8230000.0,,
December 2010,15269000.0,893063000.0,377465000.0
March 2011,6876000.0,,
June 2011,9490000.0,857738000.0,357410000.0
September 2011,9321000.0,874202000.0,334085000.0
December 2011,11245000.0,894167000.0,368134000.0
March 2012,5618000.0,855678000.0,306419000.0
June 2012,4866000.0,885130000.0,346274000.0
September 2012,51000.0,871293000.0,335367000.0
December 2012,19403000.0,899859000.0,351033000.0
March 2013,4151000.0,889335000.0,338944000.0
