,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,,56079250.0,,,
June 2008,,56079250.0,,,
September 2008,,56079250.0,,,
December 2008,,56079250.0,,,
March 2009,,35135000.0,,,
June 2009,,53274000.0,,,
September 2009,,56986000.0,,,
December 2009,,51897000.0,912433000.0,184787000.0,727646000.0
March 2010,,42007000.0,,,
June 2010,,47650000.0,1066632000.0,347592000.0,719040000.0
September 2010,,43056000.0,1119142000.0,357282000.0,761860000.0
December 2010,,46401000.0,1153504000.0,373170000.0,780334000.0
March 2011,,33231000.0,1126941000.0,353139000.0,773802000.0
June 2011,,42413000.0,1120173000.0,344787000.0,775386000.0
September 2011,,38320000.0,1145181000.0,363315000.0,781866000.0
December 2011,,36943000.0,1150856000.0,366511000.0,784345000.0
March 2012,,42325000.0,1152704000.0,368423000.0,784281000.0
June 2012,,40410000.0,1162611000.0,377148000.0,785463000.0
September 2012,,55773000.0,1204986000.0,414059000.0,790927000.0
December 2012,,49581000.0,1090061000.0,300062000.0,789999000.0
March 2013,,42994000.0,1137268000.0,346247000.0,791021000.0
June 2013,,40408000.0,1142206000.0,351238000.0,790968000.0
September 2013,,37704000.0,1183103000.0,394869000.0,788234000.0
December 2013,,41071000.0,1135797000.0,339318000.0,796479000.0
March 2014,155325250.0,35194000.0,1094873000.0,300360000.0,794513000.0
June 2014,155325250.0,36869000.0,1105138000.0,308723000.0,796415000.0
September 2014,155325250.0,37560000.0,1191618000.0,395187000.0,796431000.0
December 2014,155325250.0,39613000.0,1140519000.0,342055000.0,798464000.0
March 2015,161484000.0,36307000.0,1119107000.0,322891000.0,796216000.0
June 2015,158848000.0,41759000.0,1142821000.0,346175000.0,796646000.0
September 2015,160077000.0,44131000.0,1156700000.0,362894000.0,793806000.0
December 2015,166754000.0,47610000.0,1187203000.0,395828000.0,791375000.0
March 2016,197554000.0,45258000.0,1190614000.0,398590000.0,792024000.0
June 2016,199068000.0,52709000.0,1199837000.0,406439000.0,793398000.0
September 2016,205984000.0,54925000.0,1230517000.0,432491000.0,798026000.0
December 2016,205082000.0,55842000.0,1155107000.0,359760000.0,795347000.0
March 2017,195728000.0,49641000.0,1133216000.0,335474000.0,797742000.0
June 2017,188585000.0,53451000.0,1140791000.0,344383000.0,796408000.0
September 2017,189625000.0,56439000.0,1181508000.0,385689000.0,795819000.0
December 2017,187478000.0,131810000.0,1231410000.0,437274000.0,794136000.0
March 2018,184181000.0,60331000.0,1235327000.0,441013000.0,794314000.0
June 2018,175236000.0,38822000.0,1276315000.0,484180000.0,792135000.0
September 2018,226718000.0,59608000.0,1523657000.0,271622000.0,1252035000.0
December 2018,219262000.0,61536000.0,1543683000.0,304101000.0,1239582000.0
March 2019,236161000.0,54546000.0,1635176000.0,278351000.0,1356825000.0
June 2019,236539000.0,62724000.0,1688050000.0,338372000.0,1349678000.0
September 2019,251033000.0,72962000.0,1753971000.0,420872000.0,1333099000.0
December 2019,255234000.0,82107000.0,1880131000.0,461284000.0,1418847000.0
March 2020,266439000.0,64178000.0,1925909000.0,504113000.0,1421796000.0
June 2020,263461000.0,81196000.0,1933895000.0,521400000.0,1412495000.0
September 2020,251074000.0,85822000.0,2003726000.0,569414000.0,1434312000.0
December 2020,249143000.0,95168000.0,2060839000.0,575343000.0,1485496000.0
March 2021,243695000.0,74484000.0,2009953000.0,520312000.0,1489641000.0
June 2021,229231000.0,55884000.0,2044948000.0,564199000.0,1480749000.0
September 2021,228187000.0,71362000.0,1946409000.0,478042000.0,1468367000.0
December 2021,233062000.0,68563000.0,2018187000.0,559447000.0,1458740000.0
March 2022,240815000.0,55863000.0,2018522000.0,581845000.0,1436677000.0
June 2022,273690000.0,57657000.0,1951917000.0,561403000.0,1390514000.0
