,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2016,3562.0,,-3562.0,,,
December 2016,4000.0,,-4000.0,0.0,,
March 2017,24900.0,116419.75,-24900.0,5287.0,5287.0,
June 2017,16748.0,116419.75,-11568.0,65144.0,65144.0,
September 2017,20355.0,116419.75,-7705.0,60452.0,60452.0,
December 2017,74141.0,116419.75,-98122.0,142437.0,201014.0,338955.0
March 2018,45707.0,47478.0,-34008.0,92301.0,10004.0,
June 2018,150359.0,150359.0,-176773.0,302545.0,257045.0,
September 2018,-163346.0,579593.5,-288811.0,277056.0,250897.0,
December 2018,-584281.0,579593.5,-2047909.0,6047326.0,2195122.0,3852204.0
March 2019,2940793.0,2464282.0,-8397794.0,5225618.0,928301.0,4297317.0
June 2019,-3780980.0,2596532.0,2833366.0,15754547.0,1989594.0,13764953.0
September 2019,1413888.0,,2182480.0,15044524.0,1838112.0,13206412.0
December 2019,9889387.0,,-4300.0,20722373.0,1806206.0,18916167.0
