,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,22855000.0,5129000.0,-1218500.0,,
June 2009,22855000.0,5129000.0,-1218500.0,,
September 2009,22855000.0,5129000.0,-1218500.0,,
December 2009,22855000.0,5129000.0,-1218500.0,,
March 2010,21842000.0,5601000.0,-111000.0,,
June 2010,21176000.0,5651000.0,1152000.0,,
September 2010,20008000.0,5526000.0,1099000.0,,
December 2010,20005000.0,6034000.0,1514000.0,235239000.0,163527000.0
March 2011,23421000.0,6531000.0,-705000.0,,
June 2011,21918000.0,6304000.0,2916000.0,193872000.0,121225000.0
September 2011,22801000.0,5827000.0,1283000.0,185085000.0,110648000.0
December 2011,20952000.0,5614000.0,2546000.0,188312000.0,106615000.0
March 2012,24325000.0,6592000.0,397000.0,171733000.0,94170000.0
June 2012,23460000.0,6874000.0,3138000.0,171784000.0,94127000.0
September 2012,23150000.0,6768000.0,2059000.0,174718000.0,99380000.0
December 2012,21345000.0,5995000.0,3120000.0,183354000.0,100455000.0
March 2013,22770000.0,6872000.0,1673000.0,181819000.0,98894000.0
June 2013,23619000.0,7136000.0,4088000.0,190579000.0,107352000.0
September 2013,23456000.0,7108000.0,3101000.0,195595000.0,110510000.0
December 2013,29061000.0,8761000.0,-3068000.0,193242000.0,114159000.0
March 2014,28728000.0,8873000.0,-676000.0,193186000.0,102967000.0
June 2014,27655000.0,8832000.0,3047000.0,196338000.0,106964000.0
September 2014,26668000.0,8569000.0,2084000.0,199998000.0,112847000.0
December 2014,30521000.0,9546000.0,-3993000.0,193582000.0,113488000.0
March 2015,27511000.0,9554000.0,1445000.0,186055000.0,106510000.0
June 2015,27719000.0,9845000.0,3311000.0,189928000.0,111477000.0
September 2015,27896000.0,9901000.0,2866000.0,193074000.0,113261000.0
December 2015,30895000.0,10205000.0,,196741000.0,114325000.0
March 2016,30465000.0,10960000.0,3025000.0,196485000.0,115449000.0
June 2016,29801000.0,11236000.0,3765000.0,200390000.0,120025000.0
September 2016,31908000.0,11236000.0,1908000.0,206131000.0,126058000.0
December 2016,32322000.0,11236000.0,,210186000.0,131132000.0
March 2017,36370000.0,11295000.0,1285000.0,206607000.0,127905000.0
June 2017,35916000.0,11295000.0,1441000.0,200924000.0,124957000.0
September 2017,35009000.0,11295000.0,3580000.0,201970000.0,123020000.0
December 2017,28547000.0,11295000.0,,205050000.0,128794000.0
March 2018,33822000.0,,3612000.0,207246000.0,129979000.0
June 2018,36586000.0,,5285000.0,216022000.0,138897000.0
September 2018,38025000.0,,4294000.0,224237000.0,146853000.0
