,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2014,20124.0,,-200589.5,,
December 2014,20124.0,,-200589.5,665552.0,653937.0
March 2015,28474.0,1608.0,-28334.0,,
June 2015,28477.0,140.0,-28334.0,,
September 2015,26739.0,2817.0,-26683.0,,
December 2015,85194.0,6852.0,-85043.0,513424.0,506115.0
March 2016,67974.0,9317.0,-67906.0,449329.0,442896.0
June 2016,90903.0,10106.0,-90847.0,360585.0,355028.0
September 2016,62556.0,614.0,-62494.0,256164.0,251484.0
December 2016,63521.0,4915.0,-63506.0,198582.0,194778.0
March 2017,58073.0,,-50601.0,137754.0,134826.0
June 2017,59464.0,,-58552.0,93028.0,88976.0
September 2017,59158.0,,-55389.0,76510.0,73080.0
December 2017,48583.0,,-41891.0,31143.0,27744.0
March 2018,-49868.0,3628.0,-44634.0,30459.0,27060.0
June 2018,39577.0,3628.0,-29575.0,22436.0,19037.0
September 2018,49303.0,,-39891.0,37687.0,35432.0
December 2018,153456.0,,-42579.0,13590.0,13590.0
March 2019,33331.0,,-14486.0,27294.0,27294.0
June 2019,22421.0,,-4428.0,25025.0,25025.0
September 2019,24789.0,,-3031.0,25897.0,25897.0
December 2019,33976.0,,4516.0,32129.0,32129.0
March 2020,53525.0,,-909.0,14047.0,14047.0
June 2020,21080.0,,17675.0,6137.0,6137.0
September 2020,29891.0,,-9645.0,37647.0,37647.0
December 2020,-3543.0,,-3508.0,33655.0,33655.0
