,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,17118500.0,2224750.0,14831250.0,,,
June 2009,17118500.0,2224750.0,14831250.0,,,
September 2009,17118500.0,2224750.0,14831250.0,,,
December 2009,17118500.0,2224750.0,14831250.0,,,
March 2010,17037000.0,2680000.0,14342000.0,,,
June 2010,17217000.0,2254000.0,14963000.0,,,
September 2010,152390000.0,2076000.0,15630000.0,,,
December 2010,16734000.0,2425000.0,14297000.0,,225758000.0,159072000.0
March 2011,16384000.0,2418000.0,13909000.0,2094500.0,,
June 2011,16665000.0,2479000.0,14186000.0,2094500.0,221943000.0,157770000.0
September 2011,16175000.0,2510000.0,13664000.0,2094500.0,225233000.0,162100000.0
December 2011,16219000.0,2399000.0,13817000.0,2094500.0,230027000.0,159681000.0
March 2012,17217000.0,2827000.0,14374000.0,2002000.0,231728000.0,159026000.0
June 2012,19989000.0,3343000.0,14294000.0,1321000.0,233506000.0,162336000.0
September 2012,17608000.0,3109000.0,14499000.0,2808000.0,236057000.0,165187000.0
December 2012,18163000.0,2952000.0,15209000.0,2271000.0,241409000.0,166572000.0
March 2013,18134000.0,3111000.0,15023000.0,1462000.0,234225000.0,158239000.0
June 2013,23531000.0,3341000.0,15695000.0,-2999000.0,237028000.0,160752000.0
September 2013,33917000.0,4738000.0,24837000.0,-8500000.0,374106000.0,187984000.0
December 2013,33179000.0,4051000.0,26080000.0,-8527000.0,369854000.0,186659000.0
March 2014,29686000.0,3832000.0,25854000.0,-2310000.0,368043000.0,183387000.0
June 2014,30644000.0,3342000.0,27302000.0,2361000.0,371591000.0,188392000.0
September 2014,31087000.0,4224000.0,26863000.0,1986000.0,372550000.0,190826000.0
December 2014,36755000.0,4138000.0,27634000.0,-136000.0,378135000.0,197496000.0
March 2015,30835000.0,3580000.0,27255000.0,3742000.0,374205000.0,195384000.0
June 2015,31488000.0,4119000.0,27369000.0,3505000.0,377427000.0,197749000.0
September 2015,29257000.0,3793000.0,25464000.0,3502000.0,381216000.0,201555000.0
December 2015,33537000.0,3573000.0,27351000.0,4166000.0,380662000.0,191714000.0
March 2016,32021000.0,4161000.0,27552000.0,2401000.0,380325000.0,189344000.0
June 2016,36676000.0,4084000.0,28402000.0,-2292000.0,376276000.0,184829000.0
September 2016,37598000.0,3789000.0,28724000.0,-3606000.0,374410000.0,182823000.0
December 2016,41735000.0,4056000.0,31447000.0,-10902000.0,368031000.0,180293000.0
March 2017,37762000.0,3688000.0,29671000.0,-1872000.0,368649000.0,177172000.0
June 2017,36636000.0,3740000.0,29496000.0,-1689000.0,366594000.0,177474000.0
September 2017,-791000.0,2801000.0,27678000.0,17486000.0,353282000.0,180056000.0
December 2017,40104000.0,3146000.0,28258000.0,-7653000.0,345906000.0,185674000.0
March 2018,33623000.0,3421000.0,28389000.0,-965000.0,360594000.0,178292000.0
June 2018,37051000.0,3270000.0,29266000.0,-5460000.0,347493000.0,168882000.0
September 2018,33146000.0,3606000.0,29671000.0,3104000.0,350097000.0,166667000.0
December 2018,38804000.0,4113000.0,31891000.0,2071000.0,361186000.0,175562000.0
