,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,12550000.0,26665000.0,,
June 2009,12550000.0,28460000.0,,
September 2009,12550000.0,33498000.0,,
December 2009,12550000.0,36000000.0,1956193000.0,943491000.0
March 2010,12850000.0,39022000.0,,
June 2010,12850000.0,46695000.0,1819267000.0,904009000.0
September 2010,12850000.0,46983000.0,2017814000.0,1040944000.0
December 2010,12850000.0,40781000.0,2032718000.0,1063983000.0
March 2011,16750000.0,44477000.0,2201048000.0,1201631000.0
June 2011,16750000.0,51289000.0,2245682000.0,1205010000.0
September 2011,16750000.0,,2146361000.0,1156480000.0
December 2011,16750000.0,,2159295000.0,1143950000.0
March 2012,16350000.0,,2238057000.0,1177123000.0
June 2012,16350000.0,,2147238000.0,1110127000.0
September 2012,16350000.0,,2257322000.0,998606000.0
December 2012,16350000.0,,2324412000.0,1038933000.0
March 2013,17950000.0,,2352570000.0,1091398000.0
June 2013,17950000.0,,2339381000.0,1084620000.0
September 2013,17950000.0,,2428372000.0,1145648000.0
December 2013,17950000.0,,2497762000.0,1198411000.0
March 2014,19050000.0,,2580433000.0,1279042000.0
June 2014,19050000.0,,2629244000.0,1326935000.0
September 2014,19050000.0,,2499239000.0,1259172000.0
December 2014,19050000.0,,2437190000.0,1213938000.0
March 2015,16775000.0,,2335026000.0,1195326000.0
June 2015,16775000.0,,2477806000.0,1311591000.0
September 2015,16775000.0,,2491752000.0,1332502000.0
December 2015,16775000.0,,2437045000.0,1294994000.0
March 2016,16550000.0,,2679033000.0,1271095000.0
June 2016,16550000.0,,2646922000.0,1265243000.0
September 2016,16550000.0,,2684882000.0,1302211000.0
December 2016,16550000.0,,2606785000.0,1270170000.0
March 2017,17050000.0,,2523639000.0,1156734000.0
June 2017,17050000.0,,2663864000.0,1244469000.0
September 2017,17050000.0,,3408854000.0,1941395000.0
December 2017,17050000.0,,3137823000.0,1670073000.0
March 2018,18825000.0,,3283694000.0,1793123000.0
June 2018,18825000.0,,3222255000.0,1749755000.0
September 2018,18825000.0,,3406996000.0,1384709000.0
December 2018,18825000.0,,3377735000.0,1330808000.0
March 2019,20700000.0,,3415634000.0,1329445000.0
June 2019,20700000.0,,3588716000.0,1418541000.0
September 2019,20700000.0,,3465139000.0,1324728000.0
December 2019,20700000.0,,3562119000.0,1291241000.0
March 2020,23125000.0,48546000.0,3776552000.0,1514652000.0
June 2020,23125000.0,48546000.0,3814016000.0,1343571000.0
September 2020,23125000.0,63716000.0,3861749000.0,1327196000.0
December 2020,23125000.0,,3990053000.0,1368995000.0
March 2021,24950000.0,83952000.0,3992639000.0,1406978000.0
June 2021,24950000.0,55276000.0,4110102000.0,1492454000.0
September 2021,24950000.0,47260000.0,4131485000.0,1344059000.0
December 2021,24950000.0,,4141364000.0,1358208000.0
