,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,972000.0,-996750.0,,
June 2009,972000.0,-996750.0,,
September 2009,972000.0,-996750.0,,
December 2009,972000.0,-996750.0,,
March 2010,1939000.0,10229000.0,,
June 2010,1565000.0,-2401000.0,,
September 2010,1579000.0,1500000.0,,
December 2010,1494000.0,-4879000.0,3266000.0,2974000.0
March 2011,1443000.0,-2421000.0,,
June 2011,1345000.0,-2189000.0,2313000.0,2114000.0
September 2011,1425000.0,-493000.0,6602000.0,6413000.0
December 2011,1524000.0,-1326000.0,5163000.0,4850000.0
March 2012,1116000.0,-1443000.0,3259000.0,2892000.0
