,OperatingExpenses,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
March 2010,2006077.0,586039.0,,
June 2010,1884289.0,656222.0,,
September 2010,2816811.0,651886.0,,
December 2010,,,70449296.0,19234929.0
March 2011,3580601.0,622863.0,76777941.0,27438510.0
June 2011,4277967.0,655795.0,73320772.0,25805534.0
September 2011,1857707.0,579363.0,65716148.0,24794328.0
