,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2015,-1871000.0,,,
June 2015,-1871000.0,,,
September 2015,-1871000.0,,,
December 2015,-1871000.0,,,
March 2016,-7450000.0,,,
June 2016,-5749000.0,,,
September 2016,5410000.0,,,
December 2016,-1971000.0,518392000.0,25466000.0,16333000.0
March 2017,-465881000.0,814481000.0,221089000.0,8194000.0
June 2017,16403000.0,888753000.0,125633000.0,15844000.0
September 2017,-15219000.0,946276000.0,48650000.0,7828000.0
December 2017,388239000.0,1103428000.0,61063000.0,3418000.0
March 2018,-39403000.0,1291930000.0,75624000.0,6455000.0
June 2018,45081000.0,1602403000.0,253709000.0,9403000.0
September 2018,-26566000.0,1645385000.0,195324000.0,4681000.0
December 2018,186346000.0,1767141000.0,201134000.0,35722000.0
March 2019,-94888000.0,1789336000.0,89897000.0,73885000.0
June 2019,41907000.0,1914369000.0,110276000.0,69962000.0
September 2019,30558000.0,2006745000.0,123829000.0,64729000.0
