,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2009,,,-723250.0,,
December 2009,,,-723250.0,,
March 2010,,,-723250.0,,
June 2010,,,-723250.0,,
September 2010,,,-2288000.0,242342000.0,
December 2010,,,717000.0,,
March 2011,,,1691000.0,,
June 2011,,,2846000.0,,
September 2011,28880000.0,,204000.0,228020000.0,14764000.0
December 2011,,,1088000.0,,
March 2012,,,2423000.0,,
June 2012,,,3141000.0,,
September 2012,30300000.0,9030750.0,129000.0,231017000.0,13766000.0
December 2012,,9030750.0,181000.0,,
March 2013,,9030750.0,2493000.0,,
June 2013,,9030750.0,429000.0,,
September 2013,,10171500.0,-1466000.0,250305000.0,15617000.0
December 2013,,10171500.0,-2184000.0,,
March 2014,,10171500.0,1730000.0,,
June 2014,,10171500.0,-1447000.0,,
September 2014,,9151000.0,-3019000.0,275435000.0,15910000.0
December 2014,,9381000.0,-1359000.0,,
March 2015,,8139000.0,2353000.0,,
June 2015,,12088000.0,-49000.0,,
September 2015,,6621500.0,-905500.0,264258000.0,15148000.0
December 2015,,6621500.0,-905500.0,262612000.0,14939000.0
March 2016,,3221500.0,306500.0,261528000.0,15104000.0
June 2016,,6005500.0,-7802000.0,261772000.0,16539000.0
September 2016,26000750.0,6879500.0,-2793000.0,252225000.0,15542000.0
December 2016,26000750.0,6879500.0,-2793000.0,252248000.0,15797000.0
March 2017,26000750.0,2128500.0,-10386000.0,238101000.0,14620000.0
June 2017,26000750.0,4635500.0,-4101000.0,235215000.0,16304000.0
September 2017,20842500.0,5762500.0,-2451000.0,226457000.0,16991000.0
December 2017,20842500.0,5762500.0,-2451000.0,224652000.0,17539000.0
March 2018,32106000.0,3425500.0,-9120000.0,219712000.0,18555000.0
June 2018,32106000.0,5081500.0,-1864000.0,208951000.0,17563000.0
September 2018,17376500.0,5005000.0,-3744500.0,199989000.0,19750000.0
December 2018,17376500.0,5005000.0,-3744500.0,208891000.0,33546000.0
March 2019,,4012000.0,10376500.0,197582000.0,30695000.0
June 2019,,5414000.0,-9069000.0,192066000.0,29047000.0
September 2019,3275000.0,5079000.0,-4169000.0,186000000.0,27395000.0
December 2019,3275000.0,5079000.0,-4169000.0,207906000.0,27757000.0
March 2020,3275000.0,1737000.0,366000.0,203297000.0,28559000.0
June 2020,3275000.0,1602000.0,7669000.0,189256000.0,31056000.0
September 2020,,4267000.0,-3019000.0,177403000.0,31147000.0
