,OperatingExpenses,Assets,AssetsCurrent
June 2010,30804.0,,
September 2010,33345000.0,,
December 2010,31520000.0,,
March 2011,46318196.0,215510000.0,16183000.0
June 2011,36521.0,235811.0,35407.0
September 2011,38274000.0,224728000.0,32195000.0
December 2011,39318000.0,262349000.0,36898000.0
March 2012,54949479.0,257831000.0,17700000.0
June 2012,42033000.0,,
September 2012,40660000.0,290629000.0,37935000.0
December 2012,43483000.0,286804000.0,35667000.0
March 2013,22360000.0,270838000.0,14801000.0
June 2013,41909000.0,278934000.0,30779000.0
September 2013,40341000.0,274150000.0,30744000.0
December 2013,42225000.0,264637000.0,29029000.0
March 2014,20380000.0,265006000.0,13042000.0
June 2014,37152000.0,290163000.0,32689000.0
September 2014,44024000.0,278316000.0,29173000.0
December 2014,42708000.0,269341000.0,29583000.0
March 2015,21752000.0,250290000.0,12457000.0
June 2015,38701000.0,282007000.0,29318000.0
September 2015,41612000.0,282756000.0,31606000.0
December 2015,42670000.0,264569000.0,21427000.0
March 2016,17014000.0,260504000.0,9141000.0
June 2016,33230000.0,269811000.0,23174000.0
September 2016,31652000.0,259892000.0,19888000.0
December 2016,32584000.0,254518000.0,22183000.0
March 2017,18264000.0,248600000.0,10691000.0
June 2017,29657000.0,272821000.0,23507000.0
September 2017,32003000.0,275718000.0,25545000.0
December 2017,40526000.0,259667000.0,23745000.0
