,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,1637764.0,1111653.0,526111.0,-20023985.0,,
June 2020,1241761.0,998985.0,242776.0,-1054267.0,9558.0,9558.0
September 2020,1394000.0,1102000.0,292000.0,-12647.0,4123.0,4123.0
December 2020,1752475.0,1106362.0,646113.0,1045855.0,8441.0,8441.0
March 2021,9310208.0,4013344.0,3982825.0,-9366000.0,22540936.0,21696696.0
June 2021,2716000.0,1355000.0,1345000.0,-2400900.0,20081843.0,19125234.0
September 2021,2724000.0,1356000.0,1368000.0,-2662000.0,17558000.0,16577000.0
December 2021,2846792.0,1474656.0,1373175.0,-2697100.0,15060000.0,14098000.0
March 2022,2699000.0,1459000.0,1240000.0,-2762000.0,14132000.0,13266000.0
June 2022,2714000.0,1344000.0,1370000.0,-3701000.0,12313000.0,11081000.0
