,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2000,1885358.9743589743,950615.3846153846,,,
March 2001,1885358.9743589743,950615.3846153846,,,
June 2001,1885358.9743589743,950615.3846153846,,,
September 2001,1885358.9743589743,950615.3846153846,-30750.0,,
December 2001,1885358.9743589743,950615.3846153846,-30750.0,,
March 2002,1885358.9743589743,950615.3846153846,-30750.0,,
June 2002,1885358.9743589743,950615.3846153846,-30750.0,,
September 2002,1885358.9743589743,950615.3846153846,-758250.0,,
December 2002,1885358.9743589743,950615.3846153846,-758250.0,,
March 2003,1885358.9743589743,950615.3846153846,-758250.0,,
June 2003,1885358.9743589743,950615.3846153846,-758250.0,,
September 2003,1885358.9743589743,950615.3846153846,-2134500.0,,
December 2003,1885358.9743589743,950615.3846153846,-2134500.0,,
March 2004,1885358.9743589743,950615.3846153846,-2134500.0,,
June 2004,1885358.9743589743,950615.3846153846,-2134500.0,,
September 2004,1885358.9743589743,950615.3846153846,-1605250.0,,
December 2004,1885358.9743589743,950615.3846153846,-1605250.0,,
March 2005,1885358.9743589743,950615.3846153846,-1605250.0,,
June 2005,1885358.9743589743,950615.3846153846,-1605250.0,,
September 2005,1885358.9743589743,950615.3846153846,-1846500.0,,
December 2005,1885358.9743589743,950615.3846153846,-1846500.0,,
March 2006,1885358.9743589743,950615.3846153846,-1846500.0,,
June 2006,1885358.9743589743,950615.3846153846,-1846500.0,,
September 2006,1885358.9743589743,950615.3846153846,-3455000.0,,
December 2006,1885358.9743589743,950615.3846153846,-3455000.0,,
March 2007,1885358.9743589743,950615.3846153846,-3455000.0,,
June 2007,1885358.9743589743,950615.3846153846,-3455000.0,,
September 2007,1885358.9743589743,950615.3846153846,-3102500.0,,
December 2007,1885358.9743589743,950615.3846153846,-3102500.0,,
March 2008,1885358.9743589743,950615.3846153846,-3102500.0,,
June 2008,1885358.9743589743,950615.3846153846,-3102500.0,,
September 2008,1885358.9743589743,950615.3846153846,-2795000.0,,
December 2008,1885358.9743589743,950615.3846153846,-2795000.0,,
March 2009,1885358.9743589743,950615.3846153846,-2795000.0,,
June 2009,1885358.9743589743,950615.3846153846,-2795000.0,,
September 2009,1885358.9743589743,950615.3846153846,-1974000.0,,
December 2009,1885358.9743589743,950615.3846153846,-1974000.0,,
March 2010,1885358.9743589743,950615.3846153846,-1974000.0,,
June 2010,1885358.9743589743,950615.3846153846,-1974000.0,,
September 2010,1830000.0,685000.0,-1695250.0,,
December 2010,2103000.0,751000.0,-1695250.0,,
