,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2018,2159227.0,,,
June 2018,562308.0,,,
September 2018,2517642.0,,,
December 2018,1422883.0,87897709.0,19893335.0,68004374.0
March 2019,1373676.0,90389178.0,21778046.0,68611132.0
June 2019,3837858.0,92882749.0,22134236.0,70748513.0
September 2019,1453298.0,95010379.0,23796329.0,71214050.0
December 2019,2033167.0,97669203.0,22424324.0,75244879.0
March 2020,310299.0,95704490.0,23148886.0,72555604.0
June 2020,-566034.0,93783598.0,22584945.0,71198653.0
September 2020,-292783.0,87339453.0,17855454.0,69483999.0
December 2020,1423689.0,86676184.0,17778069.0,68898115.0
March 2021,2735567.0,90202359.0,22054485.0,68147874.0
June 2021,-485025.0,90695939.0,22658251.0,68037688.0
September 2021,1396466.0,96192178.0,28664894.0,67527284.0
December 2021,7980509.0,99462594.0,31664106.0,67798488.0
March 2022,5805888.0,106067319.0,37004768.0,69062551.0
June 2022,10582988.0,110800287.0,42058047.0,68742240.0
