,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2009,4298778.25,3073477.5,,-448127.0,,
December 2009,4298778.25,3073477.5,,-448127.0,,
March 2010,4298778.25,3073477.5,,-448127.0,,
June 2010,4298778.25,3073477.5,,-448127.0,,
September 2010,4834538.0,3452762.0,,-4600320.0,,
December 2010,2873916.0,1984440.0,,-1100502.0,,
March 2011,2677979.0,1722432.0,,-3805878.0,,
June 2011,4742410.0,3217385.0,,-3309229.0,21172853.0,19262735.0
September 2011,3393765.0,2284383.0,,-3354481.0,16842073.0,15286675.0
December 2011,3712814.0,2693067.0,,-2624702.0,14995065.0,13781309.0
March 2012,6050000.0,4705662.0,,-6020000.0,10452686.0,9460242.0
June 2012,5702000.0,4130264.0,,-5253000.0,5380484.0,4736839.0
September 2012,3404329.0,2343313.0,,-10452979.0,34702830.0,34344347.0
December 2012,3447000.0,2445770.0,,-1676000.0,33576770.0,33232579.0
March 2013,4023784.0,2944587.0,,-4015258.0,30389335.0,30023978.0
June 2013,4720000.0,2795021.0,,-4718000.0,25074099.0,24749553.0
September 2013,4492650.0,3449140.0,,-4489182.0,22890059.0,22586722.0
December 2013,3610438.0,2630368.0,,-3606461.0,18755741.0,18481937.0
March 2014,3364000.0,2151225.0,,-1513000.0,17377979.0,17132124.0
June 2014,4321000.0,2596188.0,,-4320000.0,12559054.0,12340998.0
September 2014,4038427.0,2923966.0,,794674.0,18451606.0,18261363.0
December 2014,5697.0,4273571.0,,2777.0,47590973.0,47214575.0
March 2015,8722391.0,7588437.0,,-9150538.0,39028235.0,38700746.0
June 2015,11782.0,9774259.0,,-12088.0,29474452.0,29196015.0
September 2015,11797651.0,10597714.0,,-12409919.0,49684124.0,49333942.0
December 2015,12628424.0,11272307.0,,-13249684.0,35394031.0,35084297.0
March 2016,12086.0,10676342.0,,-12697.0,24914683.0,24642924.0
June 2016,12738.0,10524688.0,,-13356.0,10858079.0,10697065.0
September 2016,12435430.0,11226084.0,,-13052770.0,11400709.0,11253622.0
December 2016,9441.0,8134575.0,,-10029.0,14468256.0,14328800.0
March 2017,13836012.0,9062316.0,,-3564662.0,61283520.0,61151694.0
June 2017,19581.0,17260199.0,,13315.0,56833273.0,56578204.0
September 2017,15707672.0,14163097.0,,10603630.0,50538202.0,50288249.0
December 2017,7671073.0,6045884.0,,3030193.0,36982235.0,36246552.0
March 2018,9480151.0,7068849.0,,-739183.0,27159609.0,26437614.0
June 2018,8349.0,5288387.0,,11807.0,39016810.0,38513859.0
September 2018,5663273.0,3622691.0,,-5682056.0,33632798.0,33143892.0
December 2018,5050221.0,2961656.0,,-5042350.0,25668240.0,25193171.0
March 2019,5763.0,3943982.0,,-5727.0,21006091.0,20510527.0
June 2019,8080000.0,4328766.0,,52224000.0,104735136.0,104413681.0
September 2019,4959931.0,3127489.0,1832442.0,-4500949.0,97972611.0,97393464.0
December 2019,5661717.0,3257624.0,2404093.0,-5243627.0,92755563.0,92234068.0
March 2020,5713282.0,3641250.0,2072032.0,-5382275.0,90054878.0,89622811.0
June 2020,7390000.0,3933034.0,,-7299000.0,85053750.0,83590486.0
September 2020,3656862.0,2923851.0,2331606.0,-3940776.0,101158521.0,99784423.0
December 2020,9085731.0,4011418.0,5044913.0,-9991775.0,86777695.0,85490732.0
March 2021,6574985.0,2509490.0,4010055.0,-5729660.0,80872010.0,79385392.0
June 2021,13877926.0,3481800.0,,-13934284.0,67296587.0,65907041.0
September 2021,7375239.0,3484764.0,3836542.0,-7112619.0,59733328.0,58390058.0
December 2021,8773328.0,5426397.0,3317760.0,-8686476.0,52994600.0,51368127.0
March 2022,8036510.0,4980074.0,3009528.0,-7631586.0,43816905.0,42246410.0
June 2022,13871828.0,7436199.0,,-12767618.0,36070794.0,34596099.0
