,NetIncomeLoss,Assets
March 2009,1702500.0,
June 2009,1702500.0,
September 2009,1702500.0,
December 2009,1702500.0,
March 2010,2185000.0,
June 2010,2014000.0,
September 2010,2228000.0,
December 2010,1851000.0,833664000.0
March 2011,1778000.0,
June 2011,1012000.0,846016000.0
September 2011,4129000.0,1305139000.0
December 2011,4652000.0,1304706000.0
March 2012,4175000.0,1323260000.0
June 2012,4274000.0,1290892000.0
September 2012,3639000.0,1305707000.0
December 2012,3918000.0,1283687000.0
March 2013,4151000.0,1294063000.0
June 2013,4210000.0,1294017000.0
September 2013,4243000.0,1324185000.0
December 2013,3143000.0,1307512000.0
March 2014,3450000.0,1299802000.0
June 2014,3233000.0,1300648000.0
September 2014,3168000.0,1319157000.0
December 2014,2890000.0,1346492000.0
March 2015,3515000.0,1540098000.0
June 2015,2880000.0,1524356000.0
September 2015,4037000.0,1512437000.0
December 2015,4607000.0,1547599000.0
March 2016,4128000.0,1582554000.0
June 2016,4088000.0,1601651000.0
September 2016,3963000.0,1615534000.0
December 2016,4122000.0,1678638000.0
March 2017,4063000.0,1715805000.0
June 2017,4279000.0,1764473000.0
September 2017,4787000.0,1780541000.0
December 2017,2120000.0,1816078000.0
March 2018,5812000.0,1817574000.0
June 2018,5980000.0,1824531000.0
September 2018,5785000.0,1806491000.0
December 2018,5002000.0,1862866000.0
March 2019,6003000.0,1868404000.0
June 2019,-1230000.0,2418082000.0
September 2019,8692000.0,2454529000.0
December 2019,7441000.0,2478550000.0
March 2020,8542000.0,2495065000.0
June 2020,5482000.0,2864539000.0
September 2020,7227000.0,2903304000.0
December 2020,8794000.0,3050010000.0
March 2021,11289000.0,3073432000.0
June 2021,10766000.0,3201584000.0
September 2021,10178000.0,3289063000.0
December 2021,11293000.0,3334597000.0
March 2022,8999000.0,3346238000.0
June 2022,8140000.0,3233728000.0
