,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2015,2777500.0,601750.0,-2823500.0,,
June 2015,2777500.0,601750.0,-2823500.0,,
September 2015,2777500.0,601750.0,-2823500.0,,
December 2015,2777500.0,601750.0,-2823500.0,,
March 2016,3929000.0,1935000.0,-3837000.0,,
June 2016,5033000.0,2484000.0,-4927000.0,,
September 2016,4327000.0,2746000.0,-4110000.0,,
December 2016,7400000.0,3828000.0,-8288000.0,62377000.0,10523000.0
March 2017,8993000.0,4917000.0,-10107000.0,,
June 2017,11266000.0,6704000.0,-12857000.0,92002000.0,35374000.0
September 2017,14322000.0,9398000.0,-16391000.0,149448000.0,90826000.0
December 2017,13990000.0,9465000.0,-11190000.0,136847000.0,77346000.0
March 2018,18477000.0,12980000.0,-17103000.0,123544000.0,62392000.0
June 2018,21668000.0,15692000.0,-20239000.0,135720000.0,77641000.0
September 2018,16584000.0,12146000.0,-16794000.0,124630000.0,67059000.0
December 2018,19769000.0,10774000.0,-19335000.0,107306000.0,50412000.0
March 2019,15839000.0,7093000.0,-16382000.0,115054000.0,58669000.0
June 2019,7727000.0,5084000.0,-8264000.0,107625000.0,50617000.0
September 2019,6036000.0,3820000.0,-3970000.0,43492000.0,19731000.0
