,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
March 2010,4847000.0,,
June 2010,5284000.0,,
September 2010,7314000.0,,
December 2010,,482704000.0,418762000.0
March 2011,4981000.0,,
June 2011,7342000.0,427221000.0,369386000.0
September 2011,5287000.0,450490000.0,392120000.0
