,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,2291649.0,,,
March 2010,2291649.0,,,
June 2010,13466.0,,,
September 2010,-151328.0,120683316.0,31654990.0,7572935.0
December 2010,1969364.0,,,
March 2011,2519814.0,,,
June 2011,184617.0,125899967.0,34210736.0,7428175.0
September 2011,-20322.0,125549049.0,31004245.0,8822348.0
December 2011,1834912.0,127849046.0,33339618.0,7750810.0
March 2012,2483307.0,130868836.0,35344882.0,7658663.0
June 2012,52298.0,128926528.0,31846628.0,7641938.0
September 2012,-73772.0,129756338.0,30247314.0,8678932.0
December 2012,1554153.0,128490520.0,27855754.0,8650084.0
March 2013,2698707.0,136295262.0,34247587.0,8628729.0
June 2013,110103.0,131240096.0,27576118.0,8587436.0
September 2013,-100911.0,124526701.0,22208036.0,4582116.0
December 2013,1722788.0,130523422.0,25201737.0,4541108.0
March 2014,2846795.0,131443076.0,24084243.0,4510842.0
June 2014,283194.0,126850057.0,16840735.0,4581000.0
September 2014,-144337.0,139320722.0,21010617.0,9373447.0
December 2014,1924376.0,148705123.0,27183120.0,9602396.0
March 2015,2779344.0,143638915.0,20789027.0,9588656.0
June 2015,354940.0,140477530.0,15514151.0,9687290.0
September 2015,35755.0,148140730.0,18443358.0,11067820.0
December 2015,1922790.0,154904655.0,21104828.0,12490905.0
March 2016,3111447.0,152273157.0,15027635.0,12830941.0
June 2016,627068.0,155096884.0,12566358.0,14657699.0
September 2016,145561.0,165552849.0,15482324.0,17942387.0
December 2016,2232218.0,175961743.0,21453170.0,18728080.0
March 2017,3225199.0,177065805.0,15621491.0,19912761.0
June 2017,615562.0,178534757.0,13125301.0,20442433.0
September 2017,159886.0,183135071.0,15685604.0,19521496.0
December 2017,2059462.0,196281319.0,21881630.0,22490552.0
March 2018,3465929.0,198528906.0,18532600.0,24401409.0
June 2018,1087355.0,208755727.0,13143064.0,34507400.0
September 2018,684459.0,219560106.0,15544602.0,38051876.0
December 2018,2434162.0,234702791.0,22329735.0,42341003.0
March 2019,4670090.0,238008007.0,18423004.0,45648765.0
June 2019,1138555.0,244423038.0,13256420.0,53350288.0
September 2019,455605.0,258353696.0,16385192.0,59965548.0
December 2019,4006936.0,268182613.0,21239364.0,61552241.0
March 2020,5680316.0,270588176.0,16603503.0,
June 2020,1206578.0,273340758.0,12545512.0,
September 2020,-329296.0,281679507.0,14436561.0,
December 2020,4723263.0,294354329.0,20903352.0,
March 2021,4767478.0,292164038.0,16563212.0,
June 2021,610840.0,296861732.0,14862881.0,
September 2021,481.0,310109193.0,25143855.0,
December 2021,3584529.0,323230892.0,32449177.0,
March 2022,-24494429.0,288358485.0,32520634.0,
June 2022,592527.0,298743493.0,35589886.0,
