,OperatingExpenses,NetIncomeLoss,Assets
March 2009,,,
June 2009,,,
September 2009,,,
December 2009,,,
March 2010,,15921000.0,
June 2010,,12430000.0,
September 2010,,21443000.0,
December 2010,,124292000.0,5235904000.0
March 2011,,3503000.0,
June 2011,,9375000.0,5200761000.0
September 2011,,12064000.0,6775611000.0
December 2011,,128751000.0,6606138000.0
March 2012,,9674000.0,6459783000.0
June 2012,,40721000.0,6030941000.0
September 2012,,47716000.0,5908470000.0
December 2012,,69906000.0,5882243000.0
March 2013,,11959000.0,8043926000.0
June 2013,,19197000.0,7874748000.0
September 2013,,39987000.0,8342269000.0
December 2013,,137461000.0,8620155000.0
March 2014,,29587000.0,8709307000.0
June 2014,,51793000.0,10618096000.0
September 2014,,26429000.0,10249445000.0
December 2014,,105940000.0,9936885000.0
March 2015,76466000.0,44847000.0,11509172000.0
June 2015,76466000.0,14545000.0,12332360000.0
September 2015,76466000.0,49042000.0,12053610000.0
December 2015,76466000.0,111857000.0,11832132000.0
March 2016,72447000.0,45520000.0,12850350000.0
June 2016,72447000.0,40594000.0,12659166000.0
September 2016,72447000.0,156048000.0,12470920000.0
December 2016,72447000.0,22645000.0,12865744000.0
March 2017,66870000.0,54680000.0,14882877000.0
June 2017,70931000.0,90186000.0,14830771000.0
September 2017,70769000.0,38993000.0,14759430000.0
December 2017,76667000.0,127599000.0,13606422000.0
March 2018,77137000.0,-41210000.0,15611652000.0
June 2018,76650000.0,8244000.0,15203212000.0
September 2018,79425000.0,-10832000.0,15121228000.0
December 2018,41433000.0,-106423000.0,16556270000.0
March 2019,83019000.0,367890000.0,18058251000.0
June 2019,63910000.0,240767000.0,18224842000.0
September 2019,86221000.0,126668000.0,18213354000.0
December 2019,41685000.0,202764000.0,19363315000.0
March 2020,85639000.0,-507896000.0,19131509000.0
June 2020,77910000.0,807478000.0,21293915000.0
September 2020,73793000.0,623938000.0,21770588000.0
December 2020,58579000.0,831524000.0,21627000000.0
March 2021,,192122000.0,22059792000.0
June 2021,,386251000.0,24621331000.0
September 2021,,-187033000.0,26053448000.0
December 2021,,81660000.0,24429000000.0
March 2022,,-273000000.0,23240000000.0
June 2022,,-484000000.0,23269000000.0
