,OperatingExpenses,NetIncomeLoss,Assets
December 2016,75217.0,-77506.0,7290.0
March 2017,35272.0,-37608.0,
June 2017,59825.0,-51931.0,
September 2017,55995.0,-60813.0,
December 2017,82804.0,-93812.0,2085795.0
March 2018,68758.0,91892.0,4459003.0
June 2018,97258.0,60154.0,10889043.0
September 2018,72603.0,67831.0,13778338.0
December 2018,145397.0,-169485.0,13576286.0
March 2019,110690.0,921760.0,28611916.0
June 2019,100826.0,167192.0,33345141.0
September 2019,139049.0,317913.0,53262380.0
December 2019,559030.0,529564.0,94188716.0
March 2020,326703.0,139540.0,107618975.0
June 2020,354213.0,-115627.0,111862385.0
September 2020,631236.0,411391.0,147788207.0
December 2020,928284.0,291195.0,191857832.0
March 2021,1193254.0,630447.0,222877327.0
June 2021,1461229.0,1703026.0,306342200.0
September 2021,1314594.0,863113.0,342700937.0
December 2021,1356204.0,1230179.0,372046458.0
March 2022,1424418.0,476833.0,401751632.0
June 2022,1550240.0,2633079.0,485623018.0
