,NetIncomeLoss,Assets,AssetsCurrent
March 2014,10960750.0,,
June 2014,10960750.0,,
September 2014,10960750.0,,
December 2014,10960750.0,,
March 2015,27300000.0,,
June 2015,21800000.0,,
September 2015,13800000.0,,
December 2015,-13900000.0,4530911000.0,233632000.0
March 2016,41026000.0,4451256000.0,190520000.0
June 2016,-488900000.0,3966816000.0,199511000.0
September 2016,-500000.0,4101230000.0,226436000.0
December 2016,-9000000.0,4077067000.0,255817000.0
March 2017,17217000.0,4003841000.0,221219000.0
June 2017,9377000.0,3982221000.0,237193000.0
September 2017,14100000.0,3926298000.0,220670000.0
December 2017,22400000.0,3950228000.0,270305000.0
March 2018,21943000.0,3884758000.0,237717000.0
June 2018,21897000.0,3859019000.0,241635000.0
