,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2008,6298145.75,764320.5,,,
December 2008,6298145.75,764320.5,,,
March 2009,6298145.75,764320.5,,,
June 2009,6298145.75,764320.5,42966669.0,,
September 2009,6076382.5,462678.0,,,
December 2009,6076382.5,462678.0,,,
March 2010,6076382.5,462678.0,,,
June 2010,6076382.5,462678.0,41410343.0,,
September 2010,6114955.0,-204869.0,,,
December 2010,6219766.0,285410.0,,,
March 2011,6385151.0,1284113.0,,,
June 2011,5515729.0,192275.0,40917762.0,10117544.0,8218904.0
September 2011,6037381.0,-275173.0,39726407.0,9505153.0,
December 2011,5990697.0,380267.0,39963957.0,8602543.0,
March 2012,5880670.0,1290157.0,41490068.0,10213215.0,
June 2012,4834157.0,29590.0,39368174.0,7658564.0,8991084.0
September 2012,5582795.0,-240993.0,39106692.0,7149999.0,9339921.0
December 2012,5623064.0,455674.0,35159574.0,3962506.0,8841168.0
March 2013,5692455.0,1328264.0,38236966.0,6599198.0,9321097.0
June 2013,5197552.0,1612277.0,36725050.0,5535152.0,9210409.0
September 2013,5370280.0,-318390.0,35472041.0,4480127.0,9323295.0
December 2013,5492170.0,370941.0,35535503.0,4778512.0,9381577.0
March 2014,5654763.0,1289968.0,37185544.0,6516862.0,9580517.0
June 2014,5064318.0,27875.0,34363780.0,3739067.0,9737586.0
September 2014,5259868.0,-314717.0,33303905.0,2731996.0,9694187.0
December 2014,5339626.0,481903.0,33248095.0,3086831.0,9525551.0
March 2015,5681336.0,1269291.0,34504760.0,4596388.0,9458516.0
June 2015,4933802.0,203752.0,32062409.0,2004506.0,9640449.0
September 2015,5294467.0,-148076.0,30735767.0,2450666.0,8184453.0
December 2015,5317260.0,508901.0,31330541.0,3038939.0,8436651.0
March 2016,5564799.0,1271488.0,33653753.0,4969308.0,9041759.0
June 2016,5050034.0,518712.0,31851135.0,2696347.0,9630932.0
September 2016,5156448.0,-720.0,30945389.0,2261845.0,9347204.0
December 2016,5272532.0,695906.0,31529227.0,2877048.0,9525586.0
March 2017,5470422.0,1406867.0,32205249.0,3947962.0,9329317.0
June 2017,4771527.0,349057.0,29626313.0,4654576.0,6110959.0
September 2017,5067378.0,195192.0,29195680.0,3835829.0,6347033.0
December 2017,5270542.0,1436734.0,29793874.0,4369291.0,6361644.0
March 2018,5425550.0,1602799.0,30895338.0,6166077.0,5867758.0
June 2018,4988169.0,551260.0,28909126.0,4609623.0,784048.0
September 2018,5201716.0,440381.0,28424207.0,9165949.0,784048.0
December 2018,5260493.0,557442.0,28582538.0,9270173.0,
March 2019,5529348.0,1806243.0,30485650.0,11331441.0,
June 2019,5210609.0,245106.0,28388951.0,9433008.0,
September 2019,5284696.0,285325.0,29754798.0,8900231.0,
December 2019,5271430.0,877675.0,30436118.0,10124795.0,
March 2020,5164462.0,157322.0,29885843.0,9841871.0,
June 2020,1715649.0,-917130.0,28613309.0,8785695.0,
September 2020,2815733.0,-737723.0,27637501.0,8072718.0,
December 2020,3186087.0,-301782.0,27285270.0,7958292.0,
March 2021,3262459.0,410386.0,28210046.0,9089890.0,
