,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2010,2886750.0,5827500.0,,
March 2011,2886750.0,5827500.0,,
June 2011,2886750.0,5827500.0,,
September 2011,2886750.0,5827500.0,,
December 2011,2672000.0,-3159000.0,,
March 2012,3263000.0,32111000.0,,
June 2012,4925000.0,-3501000.0,,
September 2012,4255000.0,-4052000.0,52162000.0,47308000.0
December 2012,4798000.0,21957000.0,,
March 2013,3704000.0,-3749000.0,125627000.0,111664000.0
June 2013,4039000.0,-4138000.0,119671000.0,97866000.0
September 2013,4300000.0,-4443000.0,116973000.0,104713000.0
December 2013,4263000.0,-5370000.0,110158000.0,94378000.0
March 2014,4722000.0,-5203000.0,108346000.0,99349000.0
June 2014,4553000.0,50053000.0,159514000.0,111678000.0
September 2014,5202000.0,-5042000.0,155415000.0,107975000.0
December 2014,4519000.0,42009000.0,215427000.0,185096000.0
March 2015,5368000.0,28753000.0,245884000.0,177784000.0
June 2015,6253000.0,2418000.0,237774000.0,172640000.0
September 2015,7049000.0,5812000.0,246013000.0,170641000.0
December 2015,9033000.0,26189000.0,278379000.0,209021000.0
March 2016,9143000.0,-1645000.0,281595000.0,242665000.0
June 2016,10785000.0,-1076000.0,281934000.0,241790000.0
September 2016,11500000.0,-1802000.0,281277000.0,232156000.0
December 2016,12526000.0,-4980000.0,278379000.0,224065000.0
March 2017,13004000.0,-5392000.0,278958000.0,190591000.0
June 2017,15407000.0,-8426000.0,275837000.0,206115000.0
September 2017,16514000.0,36508000.0,326637000.0,237819000.0
December 2017,17962000.0,11693000.0,340719000.0,247626000.0
March 2018,21484000.0,12555000.0,354654000.0,305677000.0
June 2018,28487000.0,20288000.0,379085000.0,339893000.0
September 2018,26923000.0,27420000.0,414227000.0,380389000.0
December 2018,34878000.0,26011000.0,454216000.0,423310000.0
March 2019,34155000.0,4145000.0,461578000.0,423840000.0
June 2019,34461000.0,7036000.0,473484000.0,451262000.0
September 2019,38719000.0,9191000.0,489829000.0,401848000.0
December 2019,32778000.0,13443000.0,510974000.0,440508000.0
March 2020,32610000.0,-6005000.0,513501000.0,402709000.0
June 2020,34682000.0,-14265000.0,511704000.0,413381000.0
September 2020,36686000.0,-29341000.0,486132000.0,436837000.0
December 2020,36665000.0,-8328000.0,481012000.0,445942000.0
March 2021,41506000.0,-22045000.0,467767000.0,428219000.0
June 2021,46994000.0,-24024000.0,450436000.0,321155000.0
September 2021,48946000.0,-24599000.0,438791000.0,319021000.0
December 2021,48549000.0,-30115000.0,440594000.0,326957000.0
March 2022,42087000.0,-33592000.0,406818000.0,341869000.0
June 2022,39090000.0,-31700000.0,385214000.0,313035000.0
