,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2019,2301834.5,814497.25,288611.0,,,
December 2019,2301834.5,814497.25,288611.0,,,
March 2020,2819327.0,814497.25,220724.0,,,
June 2020,4796620.0,814497.25,-220724.0,13673373.0,13404246.0,269127.0
September 2020,4486415.0,1272741.0,761996.0,,,
December 2020,4094485.0,1309736.0,575476.0,,,
March 2021,4976041.0,1904144.0,-206823.0,23705665.0,21506604.0,
June 2021,6301059.0,1897777.0,-1906398.0,35638810.0,32306793.0,3332017.0
September 2021,6023387.0,2357466.0,887528.0,38469710.0,35141533.0,3328177.0
December 2021,6422327.0,2780488.0,797861.0,46405433.0,43358145.0,3047288.0
March 2022,7832662.0,2802395.0,1181757.0,73788348.0,51970592.0,21817756.0
June 2022,10609480.0,3767117.0,-1349271.0,78581467.0,55184225.0,23397242.0
