,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2008,,49000000.0,
June 2008,,49000000.0,
September 2008,,49000000.0,
December 2008,,49000000.0,
March 2009,,104000000.0,
June 2009,,127000000.0,
September 2009,,127000000.0,
December 2009,,161000000.0,27683000000.0
March 2010,,106000000.0,
June 2010,,108000000.0,30526000000.0
September 2010,,132000000.0,32639000000.0
December 2010,,133000000.0,32454000000.0
March 2011,,88000000.0,32948000000.0
June 2011,,55000000.0,34053000000.0
September 2011,,97000000.0,35130000000.0
December 2011,,109000000.0,36042000000.0
March 2012,,113000000.0,36211000000.0
June 2012,,99000000.0,37052000000.0
September 2012,,226000000.0,39633000000.0
December 2012,,50000000.0,39171000000.0
March 2013,,120000000.0,39139000000.0
June 2013,,110000000.0,39414000000.0
September 2013,,83000000.0,40947000000.0
December 2013,,158000000.0,42087000000.0
March 2014,,103000000.0,42770000000.0
June 2014,,106000000.0,45355000000.0
September 2014,,116000000.0,46552000000.0
December 2014,,127000000.0,47535000000.0
March 2015,,19000000.0,48307000000.0
June 2015,,141000000.0,49424000000.0
September 2015,,63000000.0,50557000000.0
December 2015,,129000000.0,49837000000.0
March 2016,,101000000.0,51038000000.0
June 2016,,54000000.0,52733000000.0
September 2016,,109000000.0,54845000000.0
December 2016,,385000000.0,55072000000.0
March 2017,,153000000.0,57464000000.0
June 2017,,145000000.0,58618000000.0
September 2017,,11000000.0,60163000000.0
December 2017,,166000000.0,60658000000.0
March 2018,,145000000.0,60656000000.0
June 2018,,210000000.0,61834000000.0
September 2018,,204000000.0,64190000000.0
December 2018,,-29000000.0,63456000000.0
March 2019,,329000000.0,66132000000.0
June 2019,,210000000.0,67697000000.0
September 2019,,147000000.0,69067000000.0
December 2019,,211000000.0,70130000000.0
March 2020,,-301000000.0,67643000000.0
June 2020,,177000000.0,70867000000.0
September 2020,,164000000.0,73110000000.0
December 2020,,692000000.0,73566000000.0
March 2021,380000000.0,419000000.0,74197000000.0
June 2021,390000000.0,1002000000.0,28780000000.0
September 2021,,219000000.0,29942000000.0
December 2021,,355000000.0,28931000000.0
March 2022,414000000.0,290000000.0,28762000000.0
June 2022,432000000.0,167000000.0,28084000000.0
