,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2003,21275.85714285714,-3789.125,,,
June 2003,21275.85714285714,-3789.125,,,
September 2003,21275.85714285714,-3789.125,,,
December 2003,21275.85714285714,-3789.125,,,
March 2004,21275.85714285714,-10340.5,,,
June 2004,21275.85714285714,-10340.5,,,
September 2004,21275.85714285714,-10340.5,,,
December 2004,21275.85714285714,-10340.5,,,
March 2005,21275.85714285714,-6523.25,,,
June 2005,21275.85714285714,-6523.25,,,
September 2005,21275.85714285714,-6523.25,,,
December 2005,21275.85714285714,-6523.25,,,
March 2006,21275.85714285714,-9936.5,,,
June 2006,21275.85714285714,-9936.5,,,
September 2006,21275.85714285714,-9936.5,,,
December 2006,21275.85714285714,-9936.5,,,
March 2007,21275.85714285714,-13775.75,,,
June 2007,21275.85714285714,-13775.75,,,
September 2007,21275.85714285714,-13775.75,,,
December 2007,21275.85714285714,-13775.75,,,
March 2008,21275.85714285714,-24611.25,,,
June 2008,21275.85714285714,-24611.25,,,
September 2008,21275.85714285714,-24611.25,,,
December 2008,21275.85714285714,-24611.25,,,
March 2009,21275.85714285714,-83185.25,,,
June 2009,21275.85714285714,-83185.25,,,
September 2009,21275.85714285714,-83185.25,,,
December 2009,21275.85714285714,-83185.25,,,
March 2010,85533.0,-90533.0,,,
June 2010,172293.0,-342293.0,,,
September 2010,252403.0,-1121030.0,,,
December 2010,181112.0,-181112.0,1903002.0,147251.0,
March 2011,221600.0,-237987.0,,,
June 2011,329308.0,-377307.0,2120565.0,130183.0,
September 2011,263863.0,-350566.0,1993733.0,15841.0,
December 2011,387145.0,-501546.0,2064019.0,85515.0,
March 2012,282273.0,-506254.0,1980841.0,15375.0,
June 2012,270557.0,-334257.0,,,
September 2012,183135.0,-242535.0,1949218.0,7328.0,
December 2012,211679.99999999907,-306053.5,1951100.0,22699.0,1928401.0
March 2013,130787.0,-194204.0,1945986.0,29967.0,1916019.0
June 2013,268507.0,-328107.0,1909899.0,847.0,1909052.0
September 2013,125227.49999999953,-197346.0,,,
December 2013,125227.49999999953,-197346.0,1884580.0,2463.0,1882117.0
March 2014,126598.0,-213720.0,1914988.0,30462.0,1884526.0
June 2014,289917.0,-459114.0,,,
September 2014,122134.0,-186311.0,,,
December 2014,,,263440.0,13213.0,250227.0
March 2015,142143.0,-288684.0,249310.0,24735.0,224575.0
June 2015,124241.0,-237281.0,,,
September 2015,139190.0,-243688.0,264380.0,61061.0,202779.0
