,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2013,21802.0,-21802.0,9077.0,
September 2013,15361.0,-15361.0,7131.0,
December 2013,44464.0,-13199.0,11325.0,
March 2014,-20322.0,-10943.0,11259.0,
June 2014,5350.0,-5350.0,6023.0,189230.0
September 2014,8051.0,-8051.0,5625.0,
December 2014,183993.0,-151380.0,5750.0,
March 2015,,,113721.0,76343.0
June 2015,,,,
September 2015,,,,
December 2015,,,,
March 2016,,,,
June 2016,,,,
September 2016,,,,
December 2016,,,,
March 2017,,,,
June 2017,,,,
September 2017,,,,
December 2017,,,,
March 2018,,,,
June 2018,,,,
September 2018,,,,
December 2018,,,,
March 2019,,,,
June 2019,747.0,-971.0,,
September 2019,747.0,-969.0,,
December 2019,747.0,-968.0,,
March 2020,1550.0,-13933.0,,
June 2020,22474.0,-36239.0,0.0,0.0
September 2020,2559.0,-4602.0,0.0,0.0
December 2020,10845.0,-12864.0,50.0,50.0
March 2021,21786.0,421746.0,1205.0,1205.0
June 2021,13619.0,-16757.0,28934.0,
September 2021,7273.0,-10377.0,7560.0,
December 2021,72013.0,-76234.0,287.0,
March 2022,61526.0,-69527.0,19764.0,
