,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,,,96500.0,,,
June 2007,,,96500.0,,,
September 2007,,,96500.0,,,
December 2007,,,96500.0,,,
March 2008,,,,,,
June 2008,,,,,,
September 2008,,,,,,
December 2008,,,,,,
March 2009,,,,,,
June 2009,,,,,,
September 2009,,,,,,
December 2009,,,,,,
March 2010,176900.0,42000.0,-155100.0,,,
June 2010,144300.0,35100.0,-71100.0,,,
September 2010,145600.0,27500.0,-51600.0,,,
December 2010,150800.0,27700.0,32700.0,263300.0,253700.0,
March 2011,178300.0,28800.0,-41200.0,,,
June 2011,153400.0,28600.0,-32200.0,250700.0,244100.0,
September 2011,148500.0,28400.0,66100.0,211500.0,206400.0,
December 2011,154600.0,27900.0,-20000.0,102500.0,98800.0,
March 2012,175900.0,28100.0,-67300.0,152000.0,149200.0,
June 2012,134300.0,27100.0,-26266.666666666668,,,
September 2012,134300.0,27100.0,-26266.666666666668,,,
December 2012,134300.0,27100.0,-26266.666666666668,139500.0,138900.0,
March 2013,119400.0,27975.0,2575.0,,,
June 2013,119400.0,27975.0,2575.0,,,
September 2013,119400.0,27975.0,2575.0,,,
December 2013,119400.0,27975.0,2575.0,351500.0,350000.0,
March 2014,132600.0,30600.0,-25200.0,,,
June 2014,136200.0,30400.0,10100.0,,,
September 2014,151900.0,29200.0,-22400.0,,,
December 2014,148800.0,31400.0,45200.0,396200.0,378100.0,
March 2015,166300.0,32900.0,-56900.0,332900.0,316000.0,
June 2015,154300.0,31100.0,45300.0,403700.0,387200.0,
September 2015,182000.0,31300.0,-49800.0,363800.0,340700.0,
December 2015,153900.0,32800.0,43400.0,344800.0,323900.0,
March 2016,181600.0,37600.0,9100.0,383600.0,364500.0,
June 2016,146600.0,32400.0,-12700.0,416000.0,398800.0,
September 2016,176400.0,33700.0,170600.0,552200.0,535400.0,
December 2016,165000.0,35100.0,91500.0,558000.0,543000.0,
March 2017,188000.0,36400.0,44000.0,541700.0,527700.0,
June 2017,165200.0,36500.0,70400.0,606300.0,589900.0,
September 2017,183900.0,36300.0,109800.0,708500.0,694000.0,
December 2017,180400.0,37100.0,157000.0,812500.0,798400.0,
March 2018,209900.0,37100.0,95800.0,900100.0,887800.0,
June 2018,306100.0,36100.0,1447500.0,2269000.0,736200.0,
September 2018,186100.0,38100.0,1100.0,2493500.0,1060400.0,
December 2018,207800.0,41900.0,111000.0,2516600.0,1156900.0,1352200.0
March 2019,201000.0,38000.0,85400.0,2862200.0,1369600.0,1486500.0
June 2019,200600.0,39400.0,148900.0,2947600.0,1562400.0,1380000.0
September 2019,210400.0,45200.0,206800.0,3164100.0,1874600.0,
December 2019,277400.0,43000.0,313800.0,3532300.0,2303200.0,
March 2020,264800.0,41100.0,52600.0,3505800.0,2379500.0,
June 2020,247900.0,41900.0,70800.0,3606300.0,2566800.0,
September 2020,255400.0,40700.0,163100.0,3695200.0,2759700.0,
December 2020,287900.0,49800.0,221900.0,3873200.0,3066200.0,
March 2021,273200.0,44500.0,114800.0,4039900.0,3344100.0,
June 2021,237700.0,45800.0,42500.0,4009400.0,3393400.0,
September 2021,222900.0,44000.0,1100.0,3918600.0,3416100.0,
December 2021,454800.0,47200.0,-109000.0,3789300.0,3400200.0,
March 2022,382000.0,39500.0,-203400.0,3684300.0,3408000.0,
June 2022,615900.0,32500.0,-297000.0,3350200.0,3186500.0,
