,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2016,6.0,,-6.0,,,
June 2016,6.0,,-6.0,,,
September 2016,1510.0,,-1510.0,,,
December 2016,60467.0,,-60467.0,938503.0,938503.0,
March 2017,95892.0,,-95892.0,,,
June 2017,108323.0,,-106773.0,,,
September 2017,87866.0,,-80316.0,1185937.0,,
December 2017,31710.0,,-21160.0,1134777.0,1024777.0,110000.0
March 2018,58326.0,,-47776.0,1092306.0,1065662.0,26644.0
June 2018,104659.0,,-94609.0,996327.0,951453.0,44874.0
September 2018,117700.0,,-107650.0,893846.0,844650.0,49196.0
December 2018,84838.0,,-76018.0,813597.0,766142.0,47455.0
March 2019,77169.0,,-68419.0,914787.0,699846.0,214941.0
June 2019,79714.0,,-70164.0,825196.0,626362.0,198834.0
September 2019,78191.0,,-68641.0,742339.0,555086.0,187253.0
December 2019,85714.0,,-76164.0,654740.0,484270.0,170470.0
March 2020,85123.0,67123.0,-76123.0,561358.0,407866.0,153492.0
June 2020,86251.0,68251.0,-77251.0,504473.0,368161.0,136312.0
September 2020,94933.0,76933.0,-86733.0,422366.0,303437.0,118929.0
December 2020,89022.0,71022.0,-80022.0,353723.0,252383.0,101340.0
March 2021,82962.0,64962.0,-54562.0,319057.0,213803.0,105254.0
June 2021,98327.0,71327.0,-81127.0,245235.0,159149.0,86086.0
September 2021,85261.0,67261.0,-71261.0,179280.0,112587.0,66693.0
December 2021,54684.0,45684.0,-55484.0,145323.0,84056.0,61267.0
March 2022,46361.0,36561.0,-30757.0,93894.0,29589.0,64305.0
June 2022,42083.0,32283.0,-9340.0,79713.0,18279.0,61434.0
