,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2007,,,737250000.0,
June 2007,,,737250000.0,
September 2007,,,737250000.0,
December 2007,,,737250000.0,
March 2008,,,344000000.0,
June 2008,,,344000000.0,
September 2008,,,-2631000000.0,
December 2008,,,-806000000.0,287583000000.0
March 2009,1092500000.0,,-1209000000.0,
June 2009,1092500000.0,,-15000000.0,
September 2009,1092500000.0,,-220000000.0,316720000000.0
December 2009,1092500000.0,,557000000.0,307717000000.0
March 2010,1113000000.0,,319000000.0,317282000000.0
June 2010,1113000000.0,,76000000.0,314150000000.0
September 2010,1046000000.0,,666000000.0,313926000000.0
December 2010,1135000000.0,,619000000.0,318346000000.0
March 2011,1354000000.0,,501000000.0,322538000000.0
June 2011,1452000000.0,,33000000.0,317469000000.0
September 2011,1287000000.0,,60000000.0,305598000000.0
December 2011,305000000.0,,127000000.0,302609000000.0
March 2012,1312000000.0,,96000000.0,310548000000.0
June 2012,1309000000.0,,-101000000.0,303977000000.0
September 2012,1275000000.0,,401000000.0,308918000000.0
December 2012,1194000000.0,,-46000000.0,298513000000.0
March 2013,1005000000.0,,-241000000.0,297021000000.0
June 2013,1084000000.0,,-190000000.0,294833000000.0
September 2013,993000000.0,,293000000.0,283947000000.0
December 2013,1094000000.0,,314000000.0,277884000000.0
March 2014,936000000.0,,495000000.0,272923000000.0
June 2014,977000000.0,,-467000000.0,254713000000.0
September 2014,976000000.0,,388000000.0,247100000000.0
December 2014,1139000000.0,,382000000.0,245013000000.0
March 2015,948000000.0,,467000000.0,246960000000.0
June 2015,910000000.0,,413000000.0,241020000000.0
September 2015,971000000.0,,381000000.0,231453000000.0
December 2015,630000000.0,,421000000.0,228348000000.0
March 2016,909000000.0,,323000000.0,227493000000.0
June 2016,931000000.0,,216000000.0,227616000000.0
September 2016,918000000.0,,438000000.0,228430000000.0
December 2016,767000000.0,,-81000000.0,224576000000.0
March 2017,919000000.0,,378000000.0,225388000000.0
June 2017,1692000000.0,,-40000000.0,225863000000.0
September 2017,952000000.0,,234000000.0,224211000000.0
December 2017,1000000000.0,,-3703000000.0,225260000000.0
March 2018,1037000000.0,1070250000.0,597000000.0,216666000000.0
June 2018,1067000000.0,1070250000.0,582000000.0,60775000000.0
September 2018,1091000000.0,1070250000.0,432000000.0,61437000000.0
December 2018,1086000000.0,1070250000.0,196000000.0,62307000000.0
March 2019,1048000000.0,1048000000.0,630000000.0,63324000000.0
June 2019,1141000000.0,1141000000.0,372000000.0,69472000000.0
September 2019,1167000000.0,1167000000.0,535000000.0,70256000000.0
December 2019,1224000000.0,1224000000.0,548000000.0,70817000000.0
March 2020,1176000000.0,1176000000.0,273000000.0,68724000000.0
June 2020,,1125000000.0,468000000.0,70990000000.0
September 2020,,1093000000.0,459000000.0,72319000000.0
December 2020,,1086000000.0,537000000.0,74111000000.0
March 2021,,1144000000.0,249000000.0,74201000000.0
June 2021,,1202000000.0,905000000.0,74732000000.0
September 2021,,1200000000.0,482000000.0,76290000000.0
December 2021,,1233000000.0,729000000.0,76578000000.0
March 2022,,1207000000.0,445000000.0,75252000000.0
June 2022,,1222000000.0,442000000.0,72402000000.0
