,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,262211.0,-433990.5,,,
June 2010,182286.0,-433990.5,,,
September 2010,129972.0,-387092.0,,,
December 2010,124076.0,,3645379.0,457503.0,
March 2011,197747.0,-407865.5,,,
June 2011,151419.0,-407865.5,2808261.0,670692.0,
September 2011,56263.0,-60416.0,3151677.0,1273885.0,
December 2011,1387.0,,2944894.0,1299258.0,
March 2012,63854.0,,3505168.0,1195525.0,
June 2012,74322.0,,2678069.0,149047.0,
September 2012,27031.0,,2610541.0,227111.0,
December 2012,40467.0,,3008635.0,233864.0,
March 2013,58119.0,-19148.0,2775471.0,258711.0,
June 2013,19829.0,-19148.0,2449112.0,180536.0,
September 2013,10386.0,40856.0,2275749.0,47233.0,
December 2013,21517.0,-3885.0,2381616.0,77639.0,
March 2014,71315.0,-61253.0,2179538.0,50037.0,
June 2014,39199.0,-6657.0,2096877.0,45059.0,
September 2014,32313.0,-3905.0,1948978.0,90527.0,
December 2014,21809.0,40614.0,1883359.0,156399.0,
March 2015,47862.0,-46853.0,1692863.0,169614.0,
June 2015,18714.0,-46089.0,1519170.0,110058.0,
September 2015,19996.0,-57793.0,1287596.0,63103.0,
December 2015,25915.0,22894.0,1144614.0,136169.0,
March 2016,92492.0,-94853.0,1153049.0,205232.0,
June 2016,133252.0,-70517.0,979412.0,147917.0,
September 2016,97145.0,-46573.0,848075.0,124167.0,
December 2016,45260.0,19820.0,796549.0,79519.0,
March 2017,67922.0,-11862.0,908469.0,109122.0,
June 2017,32887.0,11727.0,975764.0,104252.0,
September 2017,41445.0,1720.0,1125187.0,102263.0,
December 2017,37349.0,19384.0,1068950.0,112927.0,
March 2018,53915.0,-6927.0,987930.0,145390.0,
June 2018,11757.0,33769.0,846254.0,109457.0,
September 2018,44570.0,4851.0,805693.0,140906.0,
December 2018,15670.0,25408.0,712212.0,139368.0,
March 2019,42635.0,2080.0,650212.0,167739.0,
June 2019,22281.0,27213.0,584997.0,178957.0,
September 2019,2770.0,58292.0,556468.0,220867.0,
December 2019,21250.0,-11336.0,461436.0,186987.0,
March 2020,86091.0,-1551.0,333751.0,152333.0,
June 2020,83272.0,-33358.0,276066.0,118261.0,
September 2020,50610.0,-24151.0,344769.0,229339.0,
December 2020,67697.0,-84878.0,247386.0,59210.0,188176.0
March 2021,116430.0,-52893.0,189817.0,42917.0,
June 2021,81857.0,-8314.0,181705.0,61661.0,120044.0
September 2021,69161.0,-16336.0,169629.0,66527.0,
December 2021,-29693.0,-81979.0,196804.0,68121.0,128683.0
March 2022,63439.0,-15978.0,175072.0,,110743.0
June 2022,87502.0,-47413.0,155063.0,62259.0,92804.0
